w_x,w_y,w_z,a_x,a_y,a_z,m_x,m_y,m_z,h,T,q0,q1,q2,q3,Vn,Ve,Vd,Pn,Pe,Pd
-1.023830772800000011e+00,3.602396331999999091e-01,-4.266828864000000721e-01,-3.578636944459999913e+00,-7.498236543999999837e-01,-1.072427156800000070e+01,3.520671733333333164e-01,7.800530666666666280e-02,2.439080888888888743e-01,5.316306323076923235e+01,3.096692307692307367e+01,-9.244978000000000362e-01,1.479233799999999932e-01,2.491016799999999920e-01,2.477317500000000006e-01,1.332427200000000056e+01,-2.068073500000000120e+00,7.376804000000000139e-01,3.552808999999999884e+01,7.941586499999999660e+00,-7.448292000000000357e+00
-3.888789477884616042e-01,1.732563864807692144e-01,-4.719124825000000079e-01,-3.597628029807692140e+00,-1.110127297769230914e+00,-1.143770984423077053e+01,3.265166030000000164e-01,7.351939100000000338e-02,2.805233910000000108e-01,5.377894099999999611e+01,3.095357078571428033e+01,-9.026277000000000328e-01,2.104436500000000099e-01,2.009280800000000089e-01,3.171823599999999965e-01,1.331560999999999950e+01,-2.958147299999999813e+00,5.087671999999999750e-01,3.827015000000000100e+01,7.445800300000000149e+00,-7.464970000000000105e+00
-1.848273895139999345e-01,7.852996999000000367e-02,-3.677102651999999972e-01,-3.492807920480000661e+00,-1.227765737679999969e+00,-1.109817445800000080e+01,3.073288277777777577e-01,8.580690133333333802e-02,2.887644355555555875e-01,5.325897042857143759e+01,3.094071314285714536e+01,-8.823493999999999504e-01,2.259172000000000124e-01,1.876386100000000112e-01,3.677130299999999963e-01,1.313089899999999943e+01,-3.905840400000000212e+00,2.438800299999999976e-01,4.092119600000000190e+01,6.779452299999999987e+00,-7.585021499999999861e+00
5.854082586000001164e-03,-7.315025909999997404e-03,-9.606006903999998736e-02,-3.837798427840000581e+00,-1.250297515199999987e+00,-9.943704282000000561e+00,3.036834755555555265e-01,9.945968633333333864e-02,2.887644377777778271e-01,5.339497684615385964e+01,3.092999869230769860e+01,-8.679904999999999982e-01,2.288484100000000021e-01,1.856820399999999927e-01,3.996788000000000007e-01,1.279323199999999972e+01,-4.823097999999999885e+00,6.316744000000000525e-02,4.351270699999999891e+01,5.923439499999999747e+00,-7.650504999999999889e+00
-8.504598878846152399e-01,6.178231269230770595e-01,-1.477171116250000082e-01,-4.032589065384614813e+00,-1.559025576153846293e+00,-1.123513723461538483e+01,2.824741722222222085e-01,7.475464544444444803e-02,3.193641266666666922e-01,5.396726233333333766e+01,3.091600000000001103e+01,-8.625481000000000398e-01,2.374535200000000013e-01,1.738043400000000016e-01,4.116052000000000044e-01,1.240314000000000050e+01,-5.594822999999999880e+00,4.948574000000000028e-02,4.616677500000000123e+01,4.849632699999999907e+00,-7.759031300000000186e+00
-3.907871352400000275e-01,3.792266084000000537e-01,-2.155961043999999605e-01,-3.905450958400000339e+00,-1.532673988800000053e+00,-1.273139423800000003e+01,2.410497822222222586e-01,3.964748311111111062e-02,3.638727577777777777e-01,5.465068815384613998e+01,3.090461538461537572e+01,-8.422661999999999649e-01,2.777778000000000191e-01,8.966981999999999731e-02,4.531957200000000241e-01,1.165894600000000025e+01,-6.476258800000000093e+00,-2.558285299999999984e-01,4.857737000000000194e+01,3.672708699999999826e+00,-7.980118000000000045e+00
-2.189423075771999849e-01,2.239792215200000214e-01,-3.384426106000000822e-01,-4.072050790660000530e+00,-1.341261066200000407e+00,-1.243791340199999951e+01,2.142067744444444422e-01,3.217095600000000055e-02,3.809112222222221789e-01,5.468204778571428903e+01,3.089142857142856613e+01,-8.239124399999999682e-01,2.887202999999999853e-01,5.185603999999999908e-02,4.848915999999999782e-01,1.058380499999999991e+01,-7.358738400000000013e+00,-6.776246000000000214e-01,5.082551999999999737e+01,2.321028699999999834e+00,-8.289391500000000690e+00
-2.021861540000000068e-01,2.424479010199999951e-01,-3.958787554000000042e-01,-3.978322335480000138e+00,-1.183358987199999879e+00,-1.192247141399999855e+01,1.916719011111110982e-01,3.282108799999999132e-02,3.896043122222222488e-01,5.452812523076921991e+01,3.088153838461538214e+01,-8.011029400000000411e-01,2.934365299999999732e-01,3.384646999999999656e-02,5.205607399999999663e-01,9.406877500000000225e+00,-8.083116000000000412e+00,-9.919377000000000333e-01,5.284658999999999907e+01,8.027299599999999646e-01,-8.652241999999999322e+00
-3.042324753299999740e-01,3.666602758000000462e-01,-5.725045130000000482e-01,-3.838742530400000241e+00,-1.244120834000000064e+00,-1.337736479999999872e+01,1.638347022222222393e-01,3.119575711111110400e-02,4.017746333333332975e-01,5.495722557142857312e+01,3.086785614285714630e+01,-7.739197599999999566e-01,2.930969299999999778e-01,1.447143099999999988e-02,5.611889399999999695e-01,8.233810000000000073e+00,-8.668404000000000664e+00,-1.222320999999999991e+00,5.467009399999999886e+01,-8.660940000000000305e-01,-8.982559999999999434e+00
-1.315710150407692069e-01,1.614666802517308042e-01,-6.123496957692308174e-01,-3.429275040384615281e+00,-1.319900350769230846e+00,-1.233260867692307627e+01,1.313579744444444419e-01,2.729496199999999900e-02,4.132495211111111288e-01,5.465678584615385205e+01,3.085769107692307855e+01,-7.266428000000000331e-01,2.953582699999999783e-01,-1.428671999999999928e-02,6.201207600000000486e-01,6.789918400000000354e+00,-9.255402000000000129e+00,-1.708586900000000020e+00,5.628664799999999957e+01,-2.724117500000000192e+00,-9.389858000000000260e+00
4.092744233799999742e-01,-4.480867456800000648e-01,-4.527096315999999954e-01,-3.010650244620000748e+00,-1.372650072599999937e+00,-9.858144352000001831e+00,1.412998311111111349e-01,5.752612888888888887e-02,4.017746399999999607e-01,5.409016778571428574e+01,3.084285699999998798e+01,-6.893949499999999508e-01,2.954635999999999929e-01,2.219989700000000142e-03,6.613858000000000237e-01,5.488125300000000095e+00,-9.572053999999999618e+00,-1.835550999999999933e+00,5.754055799999999721e+01,-4.586493499999999557e+00,-9.758407000000000053e+00
1.075437254230769302e+00,-3.666750448076924185e-01,-4.301371144230768939e-01,-3.111703668269230949e+00,-1.055700422884615630e+00,-7.385357326923077004e+00,1.681428389999999884e-01,1.206215060999999977e-01,3.740958329999999887e-01,5.297850664285714117e+01,3.083428571428570564e+01,-6.685012599999999861e-01,2.980810700000000035e-01,7.360402500000000348e-02,6.773745399999999695e-01,4.574736999999999831e+00,-9.840198499999999626e+00,-1.535934700000000097e+00,5.869721599999999739e+01,-6.521465000000000067e+00,-1.003160699999999927e+01
1.467585689379999614e-01,-9.152912707200001885e-02,-5.316463853999999767e-01,-2.854902532599999709e+00,-1.144467606970999807e+00,-6.478594677999999440e+00,1.718710350000000053e-01,2.090476762499999808e-01,3.264489975000000044e-01,5.256406907692306874e+01,3.082076923076922625e+01,-6.680823000000000178e-01,2.327505599999999952e-01,1.882307000000000008e-01,6.812213000000000296e-01,4.061288000000000231e+00,-1.008931699999999942e+01,-9.425697299999999945e-01,5.958511000000000024e+01,-8.515305500000000194e+00,-1.002860199999999935e+01
-4.446375098000000525e-01,-5.347221207799999348e-02,-6.881445917999999828e-01,-3.002834224799999507e+00,-1.266155311599999944e+00,-6.181118670000000925e+00,1.505788944444444444e-01,2.103073077777777855e-01,3.364025944444444249e-01,5.275777153846154022e+01,3.080923076923076920e+01,-6.244976500000000152e-01,2.323596199999999889e-01,2.011363200000000073e-01,7.180221700000000151e-01,3.825723200000000102e+00,-1.035292150000000078e+01,-2.736785999999999941e-01,6.042349000000000103e+01,-1.057587599999999917e+01,-9.888616000000000739e+00
-7.708244265384615046e-01,4.489576901846154683e-02,-6.319516232692308222e-01,-2.977820097230769125e+00,-1.937688950846154112e+00,-6.666854746153846101e+00,1.177707725555555557e-01,1.885278677777778022e-01,3.590046299999999913e-01,5.282298707142857808e+01,3.079785692857143431e+01,-5.596002300000000318e-01,2.486463999999999896e-01,1.856834099999999932e-01,7.684687999999999519e-01,3.488427399999999956e+00,-1.055523200000000017e+01,4.441283999999999788e-01,6.120681799999999839e+01,-1.274760000000000026e+01,-9.631254999999999455e+00
-8.617928533999998919e-01,1.229734093620000190e-01,-5.666259091999998887e-01,-3.072942438600000159e+00,-1.994529984199999717e+00,-7.974702913999999865e+00,8.661962311111109925e-02,1.251399305555555563e-01,4.035132555555555056e-01,5.381127774999999502e+01,3.078499899999999556e+01,-4.885359000000000229e-01,2.788847400000000198e-01,1.296599400000000013e-01,8.165440999999999949e-01,2.992227000000000192e+00,-1.068771699999999925e+01,1.009462400000000093e+00,6.187498000000000076e+01,-1.486678999999999995e+01,-9.319760000000000488e+00
-5.116895992000000115e-01,1.349431607999999894e-01,-5.191932959999999708e-01,-3.146062927083999483e+00,-2.395170171400000214e+00,-9.114176130000000597e+00,6.487181387500000340e-02,7.959000874999999642e-02,4.156401275000000117e-01,5.371672992307691885e+01,3.077461438461537924e+01,-4.214332000000000078e-01,2.998643500000000017e-01,7.689053599999999544e-02,8.523868300000000398e-01,2.276492399999999972e+00,-1.068384999999999962e+01,1.348098299999999972e+00,6.244016299999999831e+01,-1.698537999999999926e+01,-9.081545000000000201e+00
-7.356755278000000065e-01,2.680293309399999768e-01,-6.363924286000000041e-01,-2.939767048999999410e+00,-2.326483789860000151e+00,-1.260735759999999850e+01,3.790452977777777899e-02,3.347122319999999013e-02,4.271584766666666755e-01,5.379668164285714482e+01,3.076357107142856862e+01,-3.609043699999999744e-01,3.043443299999999963e-01,4.160584500000000241e-02,8.805632599999999588e-01,1.364103899999999925e+00,-1.064529500000000084e+01,1.479451899999999931e+00,6.287151999999999674e+01,-1.917928099999999958e+01,-8.825630999999999560e+00
-8.009880215384614921e-01,3.005594159615384564e-01,-7.943076619230768909e-01,-2.478665282500000622e+00,-2.349452997307692304e+00,-1.312422612884615525e+01,2.445244266666666243e-03,-3.414257402222221904e-02,4.455878288888889260e-01,5.313704576923077383e+01,3.075230769230768857e+01,-2.744349200000000266e-01,3.034582699999999744e-01,-1.809892600000000129e-02,9.122888999999999582e-01,1.094111700000000020e-02,-1.051930899999999980e+01,1.081370500000000012e+00,6.302620999999999896e+01,-2.139217800000000125e+01,-8.565360999999999336e+00
-6.589778129999999123e-01,3.093090318800000293e-01,-8.599205130000001640e-01,-2.221048711199999914e+00,-2.388423997800000365e+00,-1.321335589000000077e+01,-2.035474450000000074e-02,-1.002610645999999911e-01,4.470134949999999274e-01,5.339070850000000235e+01,3.074571428571428910e+01,-1.735933899999999863e-01,2.949229800000000012e-01,-7.326828000000000507e-02,9.367590999999999557e-01,-1.358754000000000017e+00,-9.987615999999999161e+00,7.965347000000000399e-01,6.290892000000000195e+01,-2.344307699999999883e+01,-8.354653000000000773e+00
-5.485877996000000367e-01,2.487757736600000047e-01,-8.161140659999999158e-01,-2.050827854800000072e+00,-2.358937026800000059e+00,-1.355358624599999828e+01,-2.605474155555555574e-02,-1.560424477777777874e-01,4.348083999999999838e-01,5.356205330769230955e+01,3.073923076923077602e+01,-7.173499499999999585e-02,2.839426999999999923e-01,-1.122664139999999949e-01,9.495403999999999511e-01,-2.593099399999999832e+00,-9.127672000000000452e+00,4.329629199999999734e-01,6.252123300000000228e+01,-2.536717399999999856e+01,-8.313847000000000875e+00
-1.385561450826923169e-01,-1.367698974038461697e-02,-4.176697059615384622e-01,-1.869899155846153516e+00,-2.161825249749999678e+00,-1.362610059999999912e+01,-1.810125699999999907e-02,-1.843232211111111019e-01,4.271584677777777728e-01,5.364795764285714341e+01,3.072785714285714675e+01,2.277291199999999932e-02,2.720819400000000221e-01,-1.393903599999999909e-01,9.518525599999999587e-01,-3.706691499999999806e+00,-7.993526499999999757e+00,2.301175700000000074e-02,6.189309000000000083e+01,-2.717760499999999979e+01,-8.339145000000000252e+00
2.665310573999999932e-01,-1.074861279899999994e-01,-1.902118665999999736e-01,-1.601961428000000076e+00,-2.097949814400000612e+00,-1.212917689999999915e+01,1.451058855555555950e-03,-1.800973588888888921e-01,4.295925433333332988e-01,5.291225907142857210e+01,3.071499985714285330e+01,5.576483499999999871e-02,2.836379399999999773e-01,-1.354522999999999977e-01,9.476774300000000428e-01,-4.739088500000000259e+00,-6.839521000000000406e+00,-2.244187099999999935e-01,6.104207999999999856e+01,-2.869310799999999873e+01,-8.391973999999999378e+00
4.743803987119999954e-01,-8.234499312000000126e-02,-1.003341018519999933e-01,-1.738026613299999967e+00,-2.098939748139999839e+00,-1.065460577399999842e+01,2.000918977777777635e-02,-1.518165866666666697e-01,4.337652311111110937e-01,5.230064984615384560e+01,3.070692276923076491e+01,6.223440000000000222e-02,2.990292999999999979e-01,-1.037880199999999947e-01,9.465392999999999724e-01,-5.686294600000000088e+00,-5.826861400000000302e+00,-2.369593500000000130e-01,5.996828500000000162e+01,-2.997445499999999896e+01,-8.399684999999999846e+00
6.511731473999999853e-01,6.206564187999999427e-02,4.021478602200000141e-02,-2.118363207399999837e+00,-2.060566527200000220e+00,-8.993931951200000441e+00,2.332314188888888820e-02,-9.460491133333333302e-02,4.438492166666666572e-01,5.171917660000000438e+01,3.069399900000000159e+01,5.169077999999999867e-02,3.094937999999999856e-01,-4.830178999999999723e-02,9.482661500000000299e-01,-6.536998299999999595e+00,-5.046424400000000254e+00,-9.792515000000000247e-02,5.872601300000000180e+01,-3.109329400000000021e+01,-8.311237999999999460e+00
1.418604940153846139e-01,2.553688097942307528e-02,1.221365848076922944e-01,-2.306482871923077216e+00,-1.862456081634615623e+00,-8.218527463076922501e+00,1.901500455555555844e-02,-6.242334766666667034e-02,4.459355477777778298e-01,5.144474169230769434e+01,3.068153684615385046e+01,2.786036199999999963e-02,3.065900799999999871e-01,4.889132000000000026e-03,9.514213000000000253e-01,-7.203715299999999822e+00,-4.567998000000000225e+00,2.872102599999999950e-01,5.726521999999999935e+01,-3.212052500000000066e+01,-8.137306999999999846e+00
2.780773965200000405e-02,1.214443571400000352e-02,1.066966159600000325e-01,-2.661731341999999945e+00,-1.755121171199999885e+00,-8.528077402000000973e+00,1.636384244444444649e-02,-5.722228355555555174e-02,4.448923866666666949e-01,5.171679914285714119e+01,3.066571428571429436e+01,1.281849950000000030e-02,3.045607799999999754e-01,1.036415000000000079e-02,9.523502999999999830e-01,-7.775880299999999856e+00,-4.244089599999999685e+00,6.769135600000000252e-01,5.575399800000000283e+01,-3.300520000000000209e+01,-7.876010400000000189e+00
3.871891491800000251e-02,1.953704731999999708e-02,8.714442776000001778e-02,-2.631459220599999593e+00,-1.567831286600000151e+00,-8.161312901999998815e+00,1.470686555555555594e-02,-5.592201777777777022e-02,4.466310000000000002e-01,5.175308023076922836e+01,3.065461538461537572e+01,2.122057100000000144e-03,3.050458999999999810e-01,9.644797000000000092e-03,9.522863999999999773e-01,-8.346823000000000548e+00,-3.972738999999999798e+00,9.934855999999999687e-01,5.410875000000000057e+01,-3.389855200000000224e+01,-7.596815999999999569e+00
-9.696885384615396963e-04,-1.693467365000000252e-02,5.088399317307693709e-02,-2.624088915846154446e+00,-1.477757171346154141e+00,-6.862568063461539580e+00,1.271849488888888817e-02,-5.072095933333332918e-02,4.466309966666666686e-01,5.139462499999999778e+01,3.063499999999999801e+01,-8.073376499999999900e-03,3.028923299999999874e-01,1.359566799999999999e-02,9.528936999999999546e-01,-8.876376000000000488e+00,-3.691393000000000146e+00,1.392730599999999930e+00,5.230201699999999931e+01,-3.472594500000000295e+01,-7.301873699999999801e+00
-1.388577717200000228e-01,2.551811533200000134e-02,3.708407905000000310e-02,-2.628396810399999950e+00,-1.249951273800000040e+00,-7.046577089999999544e+00,1.073012400000000061e-02,-5.657215344444445349e-02,4.473264433333333234e-01,5.107757799999999548e+01,3.062499950000000126e+01,-1.143045699999999977e-02,3.035106000000000193e-01,9.217265000000000527e-03,9.527149000000000312e-01,-9.257156999999999414e+00,-3.437513399999999830e+00,1.979470499999999911e+00,5.046307000000000187e+01,-3.540798999999999808e+01,-6.887711000000000361e+00
-9.089917035200000273e-01,1.805232045500000104e-01,-1.332954028799999968e-01,-3.124981812400000170e+00,-1.743943955899999843e+00,-8.874331292000000815e+00,5.427801044444444112e-03,-9.883077588888888876e-02,4.473264444444444710e-01,5.110170471428570949e+01,3.061428471428571996e+01,-8.400192000000000769e-03,3.038333400000000073e-01,-1.027509199999999956e-02,9.526326999999999989e-01,-9.653083000000000524e+00,-3.123995299999999808e+00,2.491598600000000108e+00,4.853217300000000023e+01,-3.604614300000000071e+01,-6.404920999999999864e+00
-6.017253241999999114e-01,2.482981751000000181e-01,-2.843947345999999765e-01,-2.939341259600000367e+00,-1.662359151200000218e+00,-1.136078438000000013e+01,-1.677567677777777946e-02,-1.683949700000000049e-01,4.306357166666666680e-01,5.109067092307692093e+01,3.060076730769231546e+01,3.741480400000000289e-02,2.816274999999999751e-01,-9.767687999999999371e-02,9.538057399999999575e-01,-1.019075199999999981e+01,-2.565347399999999833e+00,2.624763999999999875e+00,4.654312500000000341e+01,-3.660732000000000141e+01,-5.888323999999999891e+00
-4.622093113076922721e-01,2.727235226346154118e-01,-5.008769350000000786e-01,-3.110466960192307173e+00,-1.755586263076923448e+00,-1.385768357884615298e+01,-2.307218511111111189e-02,-2.126039899999999927e-01,4.174222077777777207e-01,5.135215885714286088e+01,3.059285628571427651e+01,8.828961000000000447e-02,2.570754599999999779e-01,-1.422758799999999935e-01,9.517746000000000262e-01,-1.081339999999999968e+01,-1.600145799999999952e+00,2.322290999999999883e+00,4.434850999999999743e+01,-3.706392000000000309e+01,-5.477136999999999922e+00
-4.060638067799999806e-01,1.765614379199999806e-01,-6.228234838000000773e-01,-3.502744599060000130e+00,-1.921884866199999653e+00,-1.461670822399999992e+01,-1.611288638888888972e-02,-2.480362166666666979e-01,3.965587822222221837e-01,5.098131953846153408e+01,3.057999999999999119e+01,1.526489699999999949e-01,2.371472400000000091e-01,-1.678698000000000135e-01,9.446054000000000395e-01,-1.135883899999999969e+01,-3.859326799999999724e-01,1.676804200000000078e+00,4.212007499999999993e+01,-3.729243000000000308e+01,-5.244729500000000044e+00
-4.407229866000000329e-01,2.188882663600000000e-01,-6.847543400000000169e-01,-3.861872566999999812e+00,-2.494646785779999654e+00,-1.514319140415999954e+01,6.339137712499999869e-03,-2.776985224999999891e-01,3.812154687500000083e-01,5.085895969230769253e+01,3.056923076923076721e+01,2.246676700000000138e-01,2.249017399999999889e-01,-1.887315800000000099e-01,9.291523699999999497e-01,-1.167304500000000012e+01,9.889945399999999776e-01,8.839898999999999951e-01,3.979987299999999806e+01,-3.727224999999999966e+01,-5.116654999999999731e+00
-3.440183772500000070e-01,1.224017670884615383e-01,-6.448642771153847431e-01,-3.489914646538461174e+00,-2.276567209807692116e+00,-1.447857687115384628e+01,3.492197266666666189e-02,-3.016721666666666857e-01,3.628295866666666480e-01,5.070667785714285003e+01,3.055785714285714150e+01,3.046166299999999993e-01,2.060662500000000064e-01,-2.086976200000000004e-01,9.061957999999999958e-01,-1.172339400000000076e+01,2.540629599999999932e+00,4.496962999999999655e-02,3.732858699999999885e+01,-3.693118700000000132e+01,-5.137916599999999612e+00
-2.852563307346939192e-01,6.097060460408162963e-02,-5.049103467346938157e-01,-3.270734331020408003e+00,-2.392217816448979573e+00,-1.288646705102040890e+01,6.574172666666666665e-02,-3.185756111111111011e-01,3.496160855555555669e-01,5.056915141666666358e+01,3.054249925000000587e+01,3.693703700000000034e-01,1.985744100000000067e-01,-2.212157800000000007e-01,8.804529300000000225e-01,-1.152291999999999916e+01,3.978928300000000196e+00,-6.121816599999999609e-01,3.497014999999999674e+01,-3.629921000000000220e+01,-5.307437000000000182e+00
8.922077696153845050e-01,-2.323116328461538593e-01,-2.043665629423077335e-01,-2.860670894807692655e+00,-2.227680530096153966e+00,-1.130494022807692289e+01,9.291613377777779847e-02,-2.974463011111111443e-01,3.541364988888889287e-01,4.851791933333333162e+01,3.053999900000001233e+01,4.121048999999999962e-01,2.038907899999999884e-01,-2.261179799999999962e-01,8.587599999999999678e-01,-1.123474599999999946e+01,5.334623999999999810e+00,-9.342610000000000081e-01,3.259682500000000260e+01,-3.535396999999999679e+01,-5.471544999999999881e+00
1.114544000400000012e+00,8.892917190199998989e-02,-2.451701080799999904e-02,-2.833892644659999238e+00,-2.208801227199999939e+00,-7.981826062800000621e+00,1.058405435555555552e-01,-2.178050533333333316e-01,3.989928488888889180e-01,4.688856984615384249e+01,3.053230669230768157e+01,3.970426000000000233e-01,2.679004700000000017e-01,-1.401780999999999999e-01,8.665660600000000269e-01,-1.110988399999999920e+01,6.363625500000000379e+00,-8.722995999999999528e-01,3.030527500000000174e+01,-3.417766999999999911e+01,-5.365778399999999948e+00
1.119788443846153836e+00,3.408944256346154167e-01,5.606732003846153223e-01,-3.045951530961538367e+00,-1.080098400576923190e+00,-7.381162130576924163e+00,8.791206320000000130e-02,-1.257137586000000029e-01,4.307400249999999708e-01,4.688890414285713604e+01,3.052357042857142133e+01,3.611460300000000068e-01,3.002701999999999871e-01,-3.829301499999999969e-02,8.820120000000000182e-01,-1.120208000000000048e+01,6.862160699999999558e+00,-3.702391400000000221e-01,2.795749999999999957e+01,-3.278441600000000022e+01,-5.135236299999999865e+00
1.024076672599999904e+00,5.673026192000000245e-01,1.064680675399999998e+00,-3.729534902400000185e+00,-2.566734551000000586e-01,-8.777137334000000735e+00,3.657894899999999949e-02,-3.771830358888888374e-02,4.421105899999999700e-01,4.804265342857144105e+01,3.051428528571428345e+01,2.659765000000000046e-01,3.023495400000000277e-01,5.469602999999999965e-02,9.137010599999999538e-01,-1.156821799999999989e+01,6.967594599999999971e+00,7.780987000000000320e-02,2.564280300000000068e+01,-3.139236500000000163e+01,-4.862764399999999654e+00
9.289179307999999580e-01,6.495707805999999529e-01,1.324837868000000141e+00,-3.831110838400000329e+00,6.997551346800000571e-01,-1.004031852000000136e+01,-1.810125707777777981e-02,4.907440577777777424e-02,4.250721244444444213e-01,4.849733546153845509e+01,3.050538461538461377e+01,1.259747099999999898e-01,2.781273000000000217e-01,1.276010399999999989e-01,9.436596600000000112e-01,-1.202278199999999941e+01,6.580579000000000178e+00,3.017021999999999760e-01,2.325738300000000081e+01,-3.002842300000000009e+01,-4.616133699999999784e+00
9.499236988461539077e-01,6.288034363461538767e-01,1.401834986538461170e+00,-4.001431918999999837e+00,1.715005120000000272e+00,-1.260078146923077114e+01,-4.030473499999999432e-02,1.407431120000000313e-01,4.003837499999999827e-01,4.860722906666667598e+01,3.049400000000000333e+01,-4.364666300000000221e-02,2.408476200000000123e-01,1.863008100000000111e-01,9.515142399999999556e-01,-1.243385100000000065e+01,5.673659999999999926e+00,3.090714500000000253e-01,2.065700500000000162e+01,-2.873598099999999889e+01,-4.458670999999999829e+00
8.766593804000000212e-01,6.072117714000000444e-01,1.386231184000000116e+00,-3.738940087000000467e+00,2.573703903259999315e+00,-1.516050791199999992e+01,-3.566520177777777328e-02,2.255854211111111285e-01,3.503115411111111244e-01,4.852945015384615601e+01,3.048230769230769965e+01,-2.103945999999999872e-01,1.998465700000000012e-01,2.360475200000000107e-01,9.274034500000000181e-01,-1.252599050000000069e+01,4.279172400000000209e+00,-6.344073999999999547e-02,1.813632000000000133e+01,-2.772806200000000132e+01,-4.360534000000000354e+00
8.663851174000001265e-01,6.658032506000001183e-01,1.382027759999999939e+00,-3.008430834340001248e+00,2.880247558240000672e+00,-1.609740512200000140e+01,-3.519868800000001356e-03,2.938493544444444883e-01,2.877212744444444525e-01,4.855639600000000655e+01,3.046928571428571431e+01,-3.665083599999999775e-01,1.559503200000000034e-01,2.737333800000000261e-01,8.754549000000000358e-01,-1.216810800000000015e+01,2.471086699999999858e+00,-7.241789699999999774e-01,1.565813349999999993e+01,-2.706591600000000142e+01,-4.365687999999999569e+00
7.862699948076923295e-01,5.591656813461537423e-01,1.376855932692307327e+00,-2.484571526153846133e+00,2.923935208671153418e+00,-1.779570008653846358e+01,5.957777580000001016e-02,3.400412790000000296e-01,2.379620139999999995e-01,5.024710314285714219e+01,3.045642821428571168e+01,-5.184539000000000231e-01,9.934390999999999361e-02,2.987636599999999865e-01,7.950325599999999993e-01,-1.119306699999999921e+01,5.869230600000000520e-01,-1.490122100000000005e+00,1.320929499999999912e+01,-2.673807100000000148e+01,-4.535682999999999687e+00
8.689459183673468035e-01,5.907938777551020593e-01,1.398061661224489827e+00,-1.857552371530612367e+00,3.175645744285714667e+00,-1.689585075510204248e+01,1.346719275555555706e-01,3.546367477777777610e-01,1.900109155555555485e-01,5.291834330769231087e+01,3.044307592307692545e+01,-6.448009000000000102e-01,5.614386999999999850e-02,3.152523999999999882e-01,6.940429999999999655e-01,-9.668900999999999968e+00,-1.036973399999999934e+00,-2.307665300000000030e+00,1.108464999999999989e+01,-2.680413000000000068e+01,-5.036424600000000140e+00
9.047999226923076899e-01,6.541409767307692080e-01,1.289615244230769120e+00,-9.736724366153846066e-01,2.816378444173077256e+00,-1.537275643653846124e+01,2.029393388888888761e-01,3.468351644444444548e-01,1.482840755555555612e-01,5.417981835714284955e+01,3.042071342857143890e+01,-7.591111699999999463e-01,-5.650984000000000389e-03,3.227900300000000056e-01,5.652654000000000289e-01,-7.637543700000000158e+00,-2.177078999999999986e+00,-3.101451899999999817e+00,9.269028999999999741e+00,-2.718236699999999928e+01,-5.957014000000000031e+00
1.103819286399999822e+00,6.642289798000000633e-01,1.310387257999999999e+00,-4.512957824000000118e-01,2.313128429400000297e+00,-1.254932315759999994e+01,2.731951077777777792e-01,3.149786633333333530e-01,1.121208061111111237e-01,5.419336346153847472e+01,3.040076923076922455e+01,-8.384545399999999704e-01,-6.736873999999999640e-02,3.260262299999999724e-01,4.314654199999999884e-01,-5.660393700000000194e+00,-2.570507300000000050e+00,-3.370163999999999938e+00,7.912806999999999924e+00,-2.770383800000000107e+01,-6.941156399999999671e+00
6.335252700480767940e-01,5.383636065384614922e-01,1.261923030769230847e+00,9.170008582692315557e-02,1.465088453269230540e+00,-9.795966946153846777e+00,3.358288088888888856e-01,2.593923233333332856e-01,9.890731000000001216e-02,5.308023607142857969e+01,3.037642800000000420e+01,-8.972248400000000235e-01,-1.515381500000000103e-01,3.178151799999999749e-01,2.664906400000000009e-01,-3.798990700000000054e+00,-2.312465399999999782e+00,-3.150415399999999977e+00,6.929239700000000113e+00,-2.825438700000000125e+01,-7.831763699999999773e+00
5.842597531040000236e-01,3.507711268599999488e-01,1.288773563999999983e+00,-9.955150789999997474e-02,9.881717977399999686e-01,-7.852574208000000056e+00,3.825555355555556036e-01,1.725996155555555300e-01,1.215093494444444561e-01,5.275106415384615843e+01,3.035384446153846838e+01,-9.284767999999999910e-01,-1.603020900000000082e-01,3.082772799999999869e-01,1.311457199999999934e-01,-2.513954200000000139e+00,-1.783733999999999931e+00,-2.473295199999999916e+00,6.294041599999999903e+00,-2.867236099999999865e+01,-8.413985000000000269e+00
1.394972249999999914e+00,8.862299066000000058e-01,1.538659396000000568e+00,-6.348956960000001759e-02,4.840299088000000194e-01,-7.197664586600000192e+00,4.048832675000000325e-01,8.946389925000000631e-02,1.449372349999999976e-01,5.243561076923077025e+01,3.034153799999999279e+01,-9.354394999999999794e-01,-1.942308500000000104e-01,2.943684999999999774e-01,-2.396896499999999833e-02,-1.634467799999999915e+00,-1.213937899999999903e+00,-1.558565100000000037e+00,5.863496999999999737e+00,-2.899312000000000111e+01,-8.745084000000000302e+00
6.011825073076924042e-01,5.668743749038461788e-01,1.438126426923077128e+00,1.893229125384615630e-01,5.594022223076922096e-02,-7.958835453846153207e+00,3.961427277777777034e-01,2.264854633333333866e-03,2.004426211111111078e-01,5.257819535714286019e+01,3.032357142857142662e+01,-9.057937000000000349e-01,-2.697309600000000196e-01,2.289428099999999966e-01,-2.331698799999999960e-01,-1.032363399999999931e+00,-4.285458600000000007e-01,-5.537121000000000404e-01,5.577459000000000167e+00,-2.919509899999999902e+01,-8.833584000000000103e+00
