w_x,w_y,w_z,a_x,a_y,a_z,m_x,m_y,m_z,h,T,q0,q1,q2,q3,Vn,Ve,Vd,Pn,Pe,Pd
-2.429459624199999945e-01,-3.137630347400000019e-02,-1.690841884199999895e-02,-3.131571578199999539e+00,-4.837293733999999401e-01,-8.809497548000001288e+00,4.021078333333332755e-01,-4.236471555555555019e-03,1.941836044444444354e-01,5.825623507692307612e+01,3.733692246153846384e+01,9.595704000000000455e-01,-1.316598200000000055e-03,-2.804248599999999980e-01,2.418466500000000102e-02,1.151521499999999953e+01,4.870679400000000214e+00,1.138731899999999991e-01,2.225453999999999866e+01,1.242829599999999957e+01,-1.277292300000000047e+01
-6.207102697999998808e-01,3.537249954000000196e-01,1.127899048999999980e-02,-3.277472099899999769e+00,-4.378423773999998159e-01,-9.264067856000000489e+00,3.951154100000000002e-01,-2.390298470000000106e-02,2.082316379999999967e-01,5.891542099999999493e+01,3.733642785714287271e+01,9.595308299999999457e-01,-3.553341699999999770e-02,-2.790245000000000086e-01,1.353827699999999960e-02,1.193686399999999992e+01,4.749327000000000076e+00,2.534699400000000047e-01,2.461069499999999977e+01,1.342450999999999972e+01,-1.283806300000000000e+01
-5.735546340384615194e-01,4.883674598461537619e-01,6.736951394230768220e-02,-3.432910305749999669e+00,-4.869978092307691853e-01,-1.095219277115384493e+01,3.696311122222222245e-01,-5.657215055555556149e-02,2.536443444444444473e-01,6.035198739999999873e+01,3.732999800000000334e+01,9.661729300000000409e-01,-9.935541999999999985e-02,-2.379432599999999898e-01,-4.631832199999999858e-03,1.232882900000000070e+01,4.376857000000000220e+00,1.797771800000000086e-01,2.714328000000000074e+01,1.440369199999999950e+01,-1.297479000000000049e+01
4.516103013921568543e-01,-4.109851461509803627e-01,1.509288208039215318e-02,-3.539362065098039078e+00,-1.952243203921567860e-01,-1.087137625490195880e+01,3.656543699999999508e-01,-7.055000222222222728e-02,2.630328944444444428e-01,6.027151200000000131e+01,3.733230615384614737e+01,9.680927999999999756e-01,-1.478616600000000059e-01,-2.018993299999999880e-01,-1.304360100000000015e-02,1.260632500000000000e+01,3.703540299999999785e+00,-2.271645499999999929e-01,2.973194300000000112e+01,1.527477499999999999e+01,-1.329980800000000052e+01
9.746479522000000006e-01,-4.399720199191999859e-01,-2.913690433000000121e-02,-3.560224996399999675e+00,-2.884134079999992051e-02,-8.425352125399998116e+00,3.931601755555556021e-01,-2.796631433333333569e-02,2.119175088888888836e-01,5.858645314285713823e+01,3.732999799999999624e+01,9.626464000000000132e-01,-8.248983000000000010e-02,-2.577188599999999941e-01,9.402129000000000389e-03,1.281506500000000059e+01,3.164616999999999791e+00,-4.800781599999999760e-01,3.224589499999999731e+01,1.597492599999999996e+01,-1.361572299999999913e+01
1.667756976094000310e-01,-4.982074073699999800e-02,-2.905764925480000191e-02,-3.526841159299999973e+00,6.146682889999997151e-02,-7.917209751999999767e+00,4.024392266666666496e-01,-3.586338944444445506e-03,1.924449811111111075e-01,5.835908269230768042e+01,3.733230615384615447e+01,9.570020399999999983e-01,-4.061071399999999893e-04,-2.883636700000000164e-01,3.151956599999999886e-02,1.308579499999999918e+01,3.025485300000000155e+00,-2.952577800000000252e-01,3.484749999999999659e+01,1.661512400000000156e+01,-1.369234900000000010e+01
-1.466628431048077053e-01,1.888299412173077146e-02,-1.850071429038461779e-01,-3.721828428769230257e+00,4.049829307692299346e-02,-8.375823924999998837e+00,4.021078311111111470e-01,3.240054044444444677e-03,1.914018133333333094e-01,5.856267178571427934e+01,3.732999799999999624e+01,9.567066400000000526e-01,9.460108999999999532e-03,-2.893348000000000031e-01,3.013958400000000051e-02,1.336265599999999942e+01,3.074063499999999838e+00,-2.581515999999999846e-03,3.761715699999999885e+01,1.727299999999999969e+01,-1.371076099999999975e+01
-1.534761016400000011e-01,4.566517915600002038e-03,-2.593710368000000099e-01,-4.059755132199999395e+00,-3.138035688799999390e-01,-8.863691144000000577e+00,4.001194688888889406e-01,1.624270744444444511e-02,1.903586411111110877e-01,5.908104530769230678e+01,3.732461446153845941e+01,9.575377999999999945e-01,-1.784544299999999990e-03,-2.882661999999999725e-01,4.564625699999999911e-03,1.366853399999999930e+01,3.112439399999999967e+00,8.363067000000000417e-02,4.037081500000000034e+01,1.791993899999999940e+01,-1.372379899999999964e+01
-5.219396132800000476e-01,1.177589606400000072e-02,-5.842177310000000734e-01,-4.080938082319999438e+00,-7.773902448000000742e-01,-8.811949012800001313e+00,3.961427333333333300e-01,3.704695266666666043e-02,1.924449877777777707e-01,5.909954184615384776e+01,3.732230723076923340e+01,9.570386400000000515e-01,-8.523934500000000108e-03,-2.887142999999999793e-01,-2.546623699999999921e-02,1.394046200000000013e+01,3.063984399999999830e+00,8.573963499999999460e-02,4.317660500000000212e+01,1.856100800000000106e+01,-1.378045099999999934e+01
-5.473058242307693444e-01,2.801732074038461653e-02,-7.834050575000000016e-01,-4.196210096625000219e+00,-1.390329000961538553e+00,-9.396431369230770159e+00,3.832183200000000012e-01,7.475464533333334161e-02,2.000949077777777474e-01,5.897128699999999668e+01,3.732000000000000028e+01,9.508482999999999796e-01,-4.560213500000000197e-02,-2.868381700000000034e-01,-1.073861700000000030e-01,1.419316599999999973e+01,2.827357999999999816e+00,8.338743999999999323e-02,4.613285400000000180e+01,1.918524199999999880e+01,-1.384022299999999994e+01
-2.250392267772000077e-01,-8.855506450000001639e-03,-4.697990949999998889e-01,-4.030382335800000604e+00,-1.844852281439999686e+00,-1.030759975799999850e+01,3.689683344444444901e-01,1.079114127777777710e-01,2.084402733333333146e-01,5.878387164285713595e+01,3.731785671428571050e+01,9.366527999999999521e-01,-7.389045499999999378e-02,-2.806778300000000170e-01,-1.960655500000000051e-01,1.444545300000000054e+01,2.388901000000000163e+00,-3.729752499999999804e-02,4.904498300000000199e+01,1.972920200000000079e+01,-1.386055499999999974e+01
-9.976512394000000561e-02,6.769649825499999066e-03,-1.797573289999999935e-01,-4.012330172380000448e+00,-2.237019555600000320e+00,-9.945259462000000994e+00,3.630032155555555362e-01,1.254649931111111172e-01,2.028766966666666616e-01,5.844953115384615927e+01,3.731538369230769092e+01,9.265687500000000520e-01,-7.839232000000000145e-02,-2.823141200000000017e-01,-2.358470699999999920e-01,1.467534350000000032e+01,1.817809299999999961e+00,-2.441221299999999927e-01,5.199653599999999898e+01,2.017124700000000104e+01,-1.389816599999999980e+01
-4.611272298461538965e-01,5.065678186346152939e-02,-4.599760588461538902e-01,-4.391985885000000422e+00,-2.479612603076922550e+00,-1.097321552692307733e+01,3.510729877777777896e-01,1.342417877777777879e-01,2.178288111111111036e-01,5.927480186666666384e+01,3.731599919999999315e+01,9.198984500000000342e-01,-9.046318000000000414e-02,-2.780572800000000178e-01,-2.613190000000000235e-01,1.482170999999999950e+01,1.197164300000000070e+00,-3.512728999999999990e-01,5.510437799999999697e+01,2.049006800000000084e+01,-1.390782199999999946e+01
4.212947454000000314e-02,-4.009641460399999968e-02,-1.116401870579999955e-01,-4.069463496580000061e+00,-2.636828856199999738e+00,-9.738017394200001675e+00,3.431195066666666849e-01,1.488697700000000124e-01,2.275650711111111280e-01,5.855278469230769645e+01,3.730999800000000022e+01,9.041528699999999974e-01,-1.129891499999999965e-01,-2.696451999999999738e-01,-3.115005000000000135e-01,1.490308600000000006e+01,4.847661600000000015e-01,-7.203421599999999536e-01,5.810242000000000218e+01,2.066509200000000135e+01,-1.409052299999999924e+01
2.778345323199999523e-02,1.221140633000000232e-02,-9.461907951999999969e-03,-4.061205169359999978e+00,-2.292526189400000192e+00,-8.961185763999999665e+00,3.421253133333333474e-01,1.543958922222222474e-01,2.286082399999999903e-01,5.830765884615383499e+01,3.730153815384615257e+01,9.010622999999999827e-01,-1.098958599999999980e-01,-2.743992199999999992e-01,-3.173558000000000212e-01,1.486500799999999956e+01,-1.831428900000000026e-01,-7.645777499999999449e-01,6.110337400000000230e+01,2.068646599999999935e+01,-1.418988399999999928e+01
-2.145994641599999753e-01,9.669590545999999162e-03,-1.553919017740000019e-01,-4.272660453000000302e+00,-2.280070323099999907e+00,-8.576068120000000405e+00,3.407997355555555385e-01,1.563462899999999989e-01,2.303468566666666828e-01,5.861664985714285336e+01,3.729714285714286603e+01,9.018576999999999844e-01,-1.083603949999999982e-01,-2.738222000000000156e-01,-3.161206500000000030e-01,1.483653900000000014e+01,-7.882436000000000442e-01,-6.369760599999999551e-01,6.412854000000000099e+01,2.054893099999999961e+01,-1.419813899999999940e+01
-8.328895888461539387e-01,1.259023485307692314e-01,-5.190946117307693175e-01,-4.080852294653845469e+00,-2.706477403230769241e+00,-1.006492753269230711e+01,3.229375320000000271e-01,1.507551519999999756e-01,2.554872919999999770e-01,5.939368121428571357e+01,3.729000000000000625e+01,8.899482499999999963e-01,-1.357098499999999930e-01,-2.616247999999999907e-01,-3.480338800000000177e-01,1.471926999999999985e+01,-1.371548800000000012e+00,-5.596453999999999596e-01,6.722982000000000369e+01,2.032367699999999999e+01,-1.424492099999999972e+01
-9.297275157999999040e-01,2.312510406859999978e-01,-8.987352464000000207e-01,-4.254033995120000355e+00,-3.265196673099999725e+00,-1.207900138400000145e+01,2.857881355555556002e-01,1.423684411111111048e-01,2.964143588888888958e-01,6.002160914285713744e+01,3.728428571428570848e+01,8.581216999999999873e-01,-1.903503800000000135e-01,-2.257537400000000083e-01,-4.200349500000000180e-01,1.444958100000000023e+01,-2.206187499999999968e+00,-7.372889500000000540e-01,7.013757999999999981e+01,1.996931999999999974e+01,-1.440669699999999942e+01
-4.916498416274509009e-01,1.590717103215686656e-01,-1.100834806666666665e+00,-3.256818153725490550e+00,-3.265545426313725574e+00,-1.263369617058823913e+01,2.357474577777777802e-01,1.469193700000000213e-01,3.315344599999999753e-01,6.098717430769230674e+01,3.727999999999998693e+01,7.925573599999999885e-01,-2.371358699999999986e-01,-1.791562999999999906e-01,-5.324682600000000265e-01,1.380414099999999955e+01,-3.265102100000000007e+00,-1.253246800000000105e+00,7.309296399999999494e+01,1.941097999999999857e+01,-1.479308100000000081e+01
1.082558178600000545e-02,-4.576744943999999649e-02,-8.095693151999999726e-01,-3.013975098000000408e+00,-3.960558847600000210e+00,-1.398623859799999991e+01,1.976370144444444532e-01,1.878777355555555362e-01,3.263186044444444378e-01,6.134956400000000087e+01,3.726428571428571246e+01,7.268706999999999807e-01,-2.332597399999999932e-01,-1.834482799999999914e-01,-6.193509699999999452e-01,1.296573199999999915e+01,-4.232634499999999633e+00,-1.757656799999999908e+00,7.573512999999999806e+01,1.871049999999999969e+01,-1.527690800000000060e+01
5.168494786399999152e-02,-5.759549659799999971e-02,-2.931484276000000389e-01,-2.580570214040000199e+00,-4.273054985399999950e+00,-1.317097446200000199e+01,1.811915250000000199e-01,2.079505812499999884e-01,3.229283037499999787e-01,6.088520775000000640e+01,3.725583333333332803e+01,6.786825699999999850e-01,-2.254538100000000045e-01,-2.022694200000000053e-01,-6.690647600000000361e-01,1.211202300000000065e+01,-5.393452599999999819e+00,-2.402339000000000002e+00,7.827823999999999671e+01,1.772540300000000002e+01,-1.577208100000000002e+01
3.613177394230769612e-02,4.135093141923076865e-02,-5.430530120000000294e-02,-2.274881585961538555e+00,-3.807766970961537822e+00,-1.145774829423077179e+01,1.754335344444444278e-01,2.161585022222222152e-01,3.228413588888888741e-01,6.029732576923076692e+01,3.724307553846154661e+01,6.623838499999999962e-01,-2.201838799999999985e-01,-2.142989299999999986e-01,-6.832588299999999837e-01,1.124730699999999928e+01,-6.494412999999999769e+00,-2.746095400000000186e+00,8.072623400000000515e+01,1.644001000000000090e+01,-1.622032700000000105e+01
8.179617450560000558e-02,2.428240924400000209e-02,6.952341759999999815e-02,-2.547918594300000006e+00,-3.521683286739999641e+00,-1.048241998940000208e+01,1.734451611111111069e-01,2.203843611111110934e-01,3.165823333333332990e-01,5.983004171428571993e+01,3.722857100000000230e+01,6.620468000000000464e-01,-2.160742400000000007e-01,-2.147345200000000121e-01,-6.847592599999999807e-01,1.048302999999999940e+01,-7.467401999999999873e+00,-2.831505500000000008e+00,8.291816000000000031e+01,1.497969100000000076e+01,-1.659532700000000105e+01
3.926587294000000172e-02,1.315256773879999903e-02,1.170690587400000093e-01,-3.273529775750000148e+00,-3.249270628400000138e+00,-9.628590366800001021e+00,1.770905100000000065e-01,2.203843600000000014e-01,3.178428249999999400e-01,5.968593330769230931e+01,3.721999699999999223e+01,6.697262000000000493e-01,-2.131895000000000040e-01,-2.167684300000000119e-01,-6.775164999999999660e-01,9.786820999999999771e+00,-8.248132999999999271e+00,-2.719084000000000056e+00,8.492812000000000694e+01,1.333390499999999967e+01,-1.686738599999999977e+01
5.126225462307692354e-02,2.623266809615384595e-02,1.120291840000000039e-01,-3.190596803750000099e+00,-2.904990799423076808e+00,-9.119851532115383463e+00,1.800730688888888820e-01,2.197342288888888828e-01,3.155391633333333168e-01,5.986662738461537714e+01,3.720153846153845478e+01,6.790344999999999853e-01,-2.133541300000000029e-01,-2.144476300000000002e-01,-6.688829699999999656e-01,9.069978000000000762e+00,-8.890114000000000516e+00,-2.496636899999999937e+00,8.684757000000000460e+01,1.149805899999999959e+01,-1.705720000000000169e+01
6.231065919839999523e-02,2.490803044199999677e-02,8.891045581999999781e-02,-3.522700849400000056e+00,-2.574218509799999666e+00,-9.019233204000000725e+00,1.839503880000000202e-01,2.200918010000000036e-01,3.146350789999999842e-01,6.020128728571428667e+01,3.718999999999999773e+01,6.874094600000000277e-01,-2.125781599999999882e-01,-2.134867799999999871e-01,-6.608344999999999914e-01,8.502717000000000525e+00,-9.458074999999999122e+00,-2.338031299999999924e+00,8.860511999999999944e+01,9.610248999999999597e+00,-1.725505300000000020e+01
1.847257766000000648e-02,2.624841104000000258e-02,4.164814625200000120e-02,-3.287559942799999746e+00,-2.300568099359999952e+00,-8.713185541999999728e+00,1.849197200000000096e-01,2.211157599999999945e-01,3.108014262499999569e-01,6.036887115384615754e+01,3.717692307692308162e+01,6.944371499999999475e-01,-2.093057000000000112e-01,-2.141448900000000044e-01,-6.542859699999999945e-01,8.016346999999999667e+00,-9.934347000000000705e+00,-2.087813600000000047e+00,9.025740000000000407e+01,7.625879000000000296e+00,-1.741789800000000099e+01
-2.783719687134615373e-01,3.166295876730769454e-02,2.884291704423076752e-02,-3.777150848461539034e+00,-1.912420616634615378e+00,-9.077016352307690994e+00,1.851434120000000072e-01,2.092670959999999858e-01,3.212070589999999615e-01,6.135579278571428574e+01,3.716357142857141582e+01,6.964896000000000420e-01,-2.125843900000000120e-01,-2.068302999999999947e-01,-6.533999400000000124e-01,7.539211800000000352e+00,-1.041276000000000046e+01,-1.931049299999999969e+00,9.184950000000000614e+01,5.483795999999999893e+00,-1.759840799999999916e+01
-3.739050313799999192e-01,6.782361884479999603e-02,-1.223442173320000020e-01,-3.631890204699999458e+00,-2.216140394600000008e+00,-8.764204404400000925e+00,1.810672522222222247e-01,1.878777322222222324e-01,3.353594244444444428e-01,6.147507385714285277e+01,3.714856971428570631e+01,6.918665000000000509e-01,-2.319842599999999977e-01,-1.873179100000000041e-01,-6.575835300000000272e-01,7.065455400000000274e+00,-1.082926100000000069e+01,-1.770483900000000110e+00,9.331744999999999379e+01,3.349130600000000069e+00,-1.781180600000000069e+01
-3.018685614117647131e-01,7.545554034705882762e-02,-3.751610386274509823e-01,-3.973963761176470211e+00,-2.227592172549019534e+00,-9.069046200000000724e+00,1.648288866666666463e-01,1.696740255555555521e-01,3.541365044444444443e-01,6.222889057142856473e+01,3.713214285714285978e+01,6.705537400000000092e-01,-2.509291499999999897e-01,-1.586172000000000137e-01,-6.798771000000000120e-01,6.441944000000000337e+00,-1.119527599999999978e+01,-1.572647899999999987e+00,9.471899000000000513e+01,1.061579700000000015e+00,-1.802587499999999920e+01
-5.044217189200000950e-01,1.138346298259999972e-01,-5.180929544000000275e-01,-3.997854404399999950e+00,-2.613227478599999820e+00,-9.845430245200001096e+00,1.446137833333333289e-01,1.605721599999999916e-01,3.701317799999999658e-01,6.263580728571428580e+01,3.711785714285714022e+01,6.377869999999999928e-01,-2.583375600000000216e-01,-1.450088499999999947e-01,-7.109585400000000277e-01,5.743999500000000147e+00,-1.144027700000000003e+01,-1.518209300000000095e+00,9.592090000000000316e+01,-1.146093199999999923e+00,-1.829197500000000076e+01
-5.996064873999999989e-01,1.579256733999999940e-01,-6.311227194000000873e-01,-3.620689779199999681e+00,-2.873147086279999929e+00,-1.087609947788000220e+01,1.104800797777777815e-01,1.277404593333333338e-01,3.969065044444444190e-01,6.394453853846153635e+01,3.710230769230770420e+01,5.837992400000000526e-01,-2.758225999999999734e-01,-1.096584949999999947e-01,-7.556952999999999587e-01,4.876466999999999885e+00,-1.167671099999999917e+01,-1.568600999999999912e+00,9.696349999999999625e+01,-3.474276000000000142e+00,-1.854755600000000015e+01
