w_x,w_y,w_z,a_x,a_y,a_z,m_x,m_y,m_z,h,T,q0,q1,q2,q3,Vn,Ve,Vd,Pn,Pe,Pd
-6.786628622115384313e-02,-1.245595345000000131e+00,-3.300294534423076770e-02,2.541707299230769324e-01,3.279546580769230890e-01,-1.032229783846153914e+01,3.010906660000000068e-01,-2.303795679999999860e-02,3.832481649999999740e-01,-8.767593642857145042e+00,2.346214285714285452e+01,9.949772000000000061e-01,-7.792736399999999897e-03,-3.975188000000000332e-02,9.154036000000000117e-02,1.725556400000000101e-01,2.133571700000000057e-02,-2.469717699999999905e+00,4.161577200000000087e-01,1.151483060000000058e-01,-1.934279300000000035e+00
4.872758397400000357e-02,-6.554656504400000472e-01,2.165797118000000084e-03,-1.189819303999999495e-01,3.560847964200000160e-01,-8.956790242000000291e+00,3.657336422222222105e-01,-3.364081599999999700e-02,2.909258844444445047e-01,-8.239158615384615914e+00,2.346692307692308077e+01,9.799972999999999601e-01,-3.443447399999999790e-03,-1.780807500000000099e-01,8.877474000000000476e-02,5.781922999999999924e-01,9.787703000000000375e-02,-2.347596999999999934e+00,5.026337499999999903e-01,1.174837299999999946e-01,-2.369432399999999994e+00
7.009850892040815629e-02,8.760025234081632306e-02,7.900432802040816341e-03,3.123137397959183104e-02,3.250066678489796357e-01,-1.035394213265306007e+01,3.716221733333333610e-01,-3.134298355555555776e-02,2.805175155555555411e-01,-7.845575046666668051e+00,2.347000000000000597e+01,9.723722999999999672e-01,9.593269999999999229e-03,-2.142690399999999940e-01,9.213467999999999658e-02,1.283129600000000092e+00,2.502143000000000006e-01,-2.059440100000000218e+00,6.526094700000000248e-01,1.532452400000000048e-01,-2.765786600000000206e+00
-1.664185405769229732e-03,-1.082582553288461286e-01,-6.471842903846155258e-04,-1.823705309230768956e-01,3.607631884230769193e-01,-1.094096191346153724e+01,3.705753239999999837e-01,-2.835579940000000285e-02,2.827032700000000065e-01,-7.400382100000000740e+00,2.347000000000000242e+01,9.736590999999999996e-01,1.471643150000000004e-02,-2.071187800000000023e-01,9.419843999999999440e-02,2.144426300000000118e+00,4.629749000000000225e-01,-1.994379300000000077e+00,9.882201000000000457e-01,2.306979600000000075e-01,-3.138656899999999972e+00
-1.933292599999987494e-04,-1.694868120999999950e-01,8.597715025999999594e-03,-3.569537136600000604e-01,3.860242839200000997e-01,-1.096476007000000052e+01,3.775106999999999768e-01,-3.068645911111110569e-02,2.676805211111111249e-01,-7.227760192307692400e+00,2.347692307692307878e+01,9.708833700000000233e-01,1.640833200000000117e-02,-2.196840800000000038e-01,9.410280000000000034e-02,2.988698199999999972e+00,6.761095499999999481e-01,-2.033012900000000123e+00,1.490555800000000097e+00,3.334610499999999811e-01,-3.502062000000000008e+00
-2.917726557599999854e-02,-1.411258561026000058e-01,6.147787331999998717e-03,-5.410117892600000422e-01,4.021472891399999749e-01,-1.087318144000000153e+01,3.847077890000000222e-01,-3.367364399999999564e-02,2.521026439999999869e-01,-6.730868613333332640e+00,2.348000000000000398e+01,9.668186300000000122e-01,1.720662200000000128e-02,-2.367460600000000082e-01,9.442981999999999765e-02,3.882568399999999809e+00,9.060786400000000462e-01,-2.048786400000000008e+00,2.196967400000000126e+00,4.853810700000000256e-01,-3.862872799999999884e+00
2.560198619568627709e-01,-9.636317784313723489e-03,2.127383510647058718e-02,-9.203410956862744241e-01,4.757211844117646415e-01,-1.085090399019608043e+01,3.879792033333333556e-01,-3.265603077777777530e-02,2.485984922222222171e-01,-6.426121157142857143e+00,2.348142857142857309e+01,9.634486399999999673e-01,1.641594000000000039e-02,-2.501223399999999986e-01,9.453136500000000608e-02,4.828796399999999878e+00,1.143725000000000103e+00,-2.046282300000000109e+00,3.126313399999999909e+00,7.026354700000000397e-01,-4.250678500000000248e+00
7.955764171999999412e-01,3.731337900640000482e-01,1.746793111288000300e-01,-1.130708200499999982e+00,5.406995421600000462e-01,-1.065765015000000204e+01,3.832356590000000063e-01,-8.857044250000001284e-03,2.577231730000000276e-01,-6.111685157142856539e+00,2.349000000000000199e+01,9.628659000000000523e-01,5.126218500000000178e-02,-2.428891199999999861e-01,1.061433499999999974e-01,5.684383000000000408e+00,1.408391399999999960e+00,-2.030037200000000208e+00,4.192191600000000129e+00,9.095297500000000257e-01,-4.609509000000000079e+00
6.180837117647058898e-01,4.767161708823529076e-01,3.103672431372548890e-01,-1.593259839725490457e+00,6.078591769019607849e-01,-1.092635408431372745e+01,3.644250700000000176e-01,1.395715662222222347e-02,2.912728355555555537e-01,-5.487216860000000196e+00,2.349000000000000199e+01,9.621011000000000424e-01,1.226636900000000058e-01,-1.909085699999999997e-01,1.512252500000000055e-01,6.352330000000000254e+00,1.981661200000000012e+00,-2.036280000000000090e+00,5.486464500000000299e+00,1.274186000000000041e+00,-4.980102999999999724e+00
4.321908056000000053e-01,3.884819473999999717e-01,4.524255317999999471e-01,-1.792932003000000218e+00,6.736419915519999968e-01,-1.065466890999999983e+01,3.473156309999999580e-01,1.891391039999999746e-02,3.189244150000000166e-01,-4.886403735714286434e+00,2.349642857142857011e+01,9.560366000000000142e-01,1.639539299999999977e-01,-1.418150499999999981e-01,1.974881300000000117e-01,6.598391999999999591e+00,2.744727399999999928e+00,-2.137661500000000103e+00,6.776163999999999632e+00,1.755719999999999947e+00,-5.383700000000000152e+00
3.325589852299999927e-01,3.464856229400000154e-01,7.269950276000000100e-01,-1.921753747299999926e+00,7.402523060000000266e-01,-1.067149233599999825e+01,3.284396288888888904e-01,1.811466744444443881e-03,3.440085955555555186e-01,-4.198645749999998955e+00,2.349571428571428555e+01,9.416836499999999832e-01,1.899245999999999990e-01,-1.051071660000000019e-01,2.571243999999999752e-01,6.533704799999999757e+00,3.562842799999999865e+00,-2.169962400000000180e+00,8.091912000000000660e+00,2.408582000000000001e+00,-5.812078999999999773e+00
2.270256428826922523e-01,2.714411848846153275e-01,8.321594673076924131e-01,-1.934902846615384364e+00,1.010304552115384391e+00,-1.045569817884615560e+01,3.087457539999999834e-01,-3.131015610000000005e-02,3.595170790000000172e-01,-3.883077271428570842e+00,2.349785714285714633e+01,9.147511999999999865e-01,2.035389499999999963e-01,-7.806422000000000361e-02,3.401590600000000131e-01,6.232782000000000266e+00,4.414901999999999660e+00,-2.201698299999999886e+00,9.429553000000000296e+00,3.229224700000000059e+00,-6.292999000000000009e+00
2.082808088673469282e-01,2.736781928163265487e-01,7.806460334693877678e-01,-1.844762606142857253e+00,9.910595165306124166e-01,-1.052425599591836658e+01,2.882013377777777885e-01,-6.679526366666665993e-02,3.672539688888888931e-01,-3.454266549999999825e+00,2.349785714285714633e+01,8.800995000000000346e-01,2.078315500000000038e-01,-6.401083999999999941e-02,4.220588800000000251e-01,5.765118600000000093e+00,5.180028000000000077e+00,-2.189960500000000199e+00,1.065767100000000056e+01,4.176815999999999640e+00,-6.745364999999999611e+00
2.373261661000000133e-01,2.185726436994000488e-01,7.222209284000000729e-01,-1.924127908800000064e+00,1.132222024719999887e+00,-1.038163895000000103e+01,2.649743511111111172e-01,-8.846054866666668015e-02,3.818256888888889033e-01,-3.091513819999999857e+00,2.350000000000000000e+01,8.420371399999999618e-01,2.094236999999999904e-01,-4.700555299999999853e-02,4.948795000000000277e-01,5.162906999999999691e+00,5.843992000000000075e+00,-2.162347800000000042e+00,1.175882799999999939e+01,5.271912600000000282e+00,-7.185797700000000177e+00
2.084572885098039396e-01,1.116774381274509703e-01,6.894866770588237159e-01,-1.898476826470588241e+00,1.137439058941176473e+00,-1.047556229999999822e+01,2.380834029999999990e-01,-1.042827688000000086e-01,3.919912080000000354e-01,-2.485667728571428370e+00,2.350000000000000000e+01,7.982343400000000422e-01,2.155360400000000121e-01,-3.246524600000000316e-02,5.615266599999999553e-01,4.458251500000000256e+00,6.432957599999999942e+00,-2.122641300000000175e+00,1.277414800000000028e+01,6.551670599999999567e+00,-7.635895299999999608e+00
1.732659471999999923e-01,2.444165254099999601e-02,6.650589102000000752e-01,-1.823243698800000034e+00,1.253654926579999884e+00,-1.050512800999999996e+01,2.172118399999999894e-01,-1.199736911111111137e-01,3.963974188888889083e-01,-1.997593576923076819e+00,2.349769230769231143e+01,7.534625499999999532e-01,2.253312500000000107e-01,-2.984753600000000090e-02,6.169514999999999860e-01,3.699420700000000117e+00,6.950312000000000268e+00,-2.119512999999999980e+00,1.364147700000000007e+01,7.886291499999999566e+00,-8.080534000000000106e+00
1.651852974920000328e-01,-3.573962203199999160e-02,5.939063949999999759e-01,-1.926477165859999952e+00,1.238623083273999947e+00,-1.028132812399999985e+01,2.051076366666666762e-01,-1.324476366666666738e-01,3.998668655555555618e-01,-1.706938419285714215e+00,2.350000000000000000e+01,7.079558000000000240e-01,2.345783399999999963e-01,-3.255495800000000189e-02,6.653660000000000130e-01,2.873512299999999797e+00,7.406094600000000305e+00,-2.090060999999999947e+00,1.428772200000000048e+01,9.321656000000000830e+00,-8.518050999999999817e+00
1.123231464480769215e-01,-1.534037873076923159e-02,4.819486036538462859e-01,-1.866828747884615503e+00,1.172572259719230736e+00,-1.028592716346153679e+01,1.939194300000000037e-01,-1.426894129999999872e-01,4.035444850000000083e-01,-1.474414273571428291e+00,2.350000000000000000e+01,6.614868600000000098e-01,2.473219799999999968e-01,-3.691394600000000303e-02,7.070392399999999578e-01,2.005791700000000066e+00,7.850001299999999738e+00,-2.015426199999999834e+00,1.481077100000000080e+01,1.091614799999999974e+01,-8.938905000000000101e+00
-1.926424969199999893e-01,-2.605899584199999897e-01,2.606888997999999846e-01,-1.925307876720000033e+00,1.347206939807999992e+00,-1.041776991199999891e+01,1.926762944444444514e-01,-1.600216355555555692e-01,3.991729788888889185e-01,-1.159223297857142621e+00,2.350428571428571445e+01,6.271453000000000166e-01,2.547937000000000118e-01,-4.551496000000000014e-02,7.346409600000000095e-01,1.160861799999999944e+00,8.268522000000000816e+00,-1.912737300000000085e+00,1.513773800000000058e+01,1.254295349999999942e+01,-9.307330999999999577e+00
-3.876151579200000641e-01,2.680108408590000102e-01,7.477429972200000385e-02,-1.976832908899999852e+00,1.277835683900000019e+00,-1.011077022600000141e+01,1.933305788888889098e-01,-1.852978022222221965e-01,3.891115533333333598e-01,-1.010875934285714539e+00,2.350999999999999801e+01,6.147488399999999631e-01,2.588749499999999926e-01,-8.149965000000000681e-02,7.405575500000000089e-01,3.172164299999999937e-01,8.729162999999999784e+00,-1.840773100000000051e+00,1.528279700000000041e+01,1.423567500000000052e+01,-9.658091000000000648e+00
-4.551226022000000038e-01,5.357432061519999955e-01,-3.083345005999999985e-02,-2.031090026839999396e+00,9.838224180399999241e-01,-1.034499416599999932e+01,1.589808222222222345e-01,-2.154978944444444489e-01,3.880707133333333725e-01,-2.945169976923076582e-01,2.350769230769230589e+01,6.246388999999999969e-01,2.031647099999999984e-01,-9.266352999999999396e-02,7.483073000000000086e-01,-3.332649999999999779e-01,9.237420000000000186e+00,-1.757115500000000052e+00,1.530077900000000035e+01,1.606072999999999951e+01,-9.964173000000000613e+00
-9.420234009615385817e-01,2.817971936096154151e-01,-5.855206802500000779e-02,-2.287610227461538415e+00,5.201525037384615580e-01,-9.905654788461536242e+00,1.288511779999999829e-01,-2.555458459999999654e-01,3.713826199999999966e-01,2.168463526666666863e-01,2.350999999999999801e+01,6.401763599999999999e-01,1.353029799999999894e-01,-9.548463999999999563e-02,7.501666999999999641e-01,-7.142740499999999937e-01,9.559236999999999540e+00,-1.854664700000000055e+00,1.520150600000000018e+01,1.802536399999999972e+01,-1.034980799999999945e+01
-8.545513891999999556e-01,2.725110708100000334e-01,-5.211875012600000051e-02,-2.371322124640000251e+00,3.191325774400000093e-01,-9.863692532000001734e+00,1.099097410000000052e-01,-3.192286411111111000e-01,3.242326877777778060e-01,9.155637100000000306e-01,2.350999999999999801e+01,6.572778999999999705e-01,5.122953999999999702e-02,-1.565641299999999958e-01,7.354244599999999465e-01,-6.384330999999999756e-01,9.729879000000000389e+00,-1.946239100000000111e+00,1.511576499999999967e+01,1.996609300000000076e+01,-1.077528299999999994e+01
-4.854073099200000296e-01,2.728647221739999851e-01,-2.297303900999999801e-02,-2.252691308420000205e+00,2.752181429600000229e-01,-9.987765261999999922e+00,9.453413911111112344e-02,-3.550091977777777852e-01,2.895381066666666836e-01,1.468752161428571457e+00,2.351071421428571284e+01,6.668718000000000146e-01,-2.042516299999999965e-02,-1.955384300000000131e-01,7.187695499999999793e-01,-1.402542099999999903e-01,9.809860999999999720e+00,-1.995350100000000015e+00,1.508269199999999977e+01,2.191664000000000101e+01,-1.123663999999999952e+01
-2.488005738431372238e-01,2.737294092450980321e-01,3.359296457450979684e-02,-2.336496145960784254e+00,2.488652366862745824e-01,-1.014315319607842980e+01,8.056523919999999950e-02,-3.713566379999999612e-01,2.699009669999999916e-01,1.921155021428571530e+00,2.351785635714285050e+01,6.710475000000000190e-01,-6.913439999999999863e-02,-2.105611099999999958e-01,7.075166999999999984e-01,6.462531999999999721e-01,9.795453000000000188e+00,-2.004777400000000043e+00,1.518699550000000009e+01,2.394763199999999870e+01,-1.173210899999999945e+01
-2.480010664940000276e-01,2.242175630999999891e-01,3.573640839660000013e-02,-2.233840733860000149e+00,4.465437540799999105e-01,-1.011568697999999955e+01,6.345578755555554562e-02,-3.832397111111111032e-01,2.562313044444444188e-01,2.301271557142857027e+00,2.351857057142856533e+01,6.714723999999999693e-01,-1.070902400000000032e-01,-2.100324600000000042e-01,7.025261499999999604e-01,1.507970199999999927e+00,9.711506999999999223e+00,-2.008042300000000058e+00,1.542349699999999935e+01,2.593136000000000152e+01,-1.220053099999999979e+01
-5.976423560816325475e-02,2.827621950204082246e-01,-1.844881817551020653e-01,-2.182588659693877275e+00,7.156420955306121989e-01,-9.814659387755101605e+00,5.730554559999999353e-02,-3.881964620000000199e-01,2.511658870000000321e-01,2.586830807142856958e+00,2.351928478571428016e+01,6.732133599999999829e-01,-1.347580999999999918e-01,-2.087864700000000018e-01,6.964426599999999912e-01,2.394346000000000085e+00,9.500325999999999382e+00,-1.897361999999999993e+00,1.582483000000000040e+01,2.785493699999999961e+01,-1.262373499999999993e+01
-4.584681593199999711e-02,3.612439934000000186e-01,-4.945542792000000021e-01,-2.038351871340000177e+00,8.881373603600001276e-01,-1.010049371200000046e+01,6.574577111111111483e-02,-3.865223277777778410e-01,2.517210088888888753e-01,2.586642042857142609e+00,2.351999899999999144e+01,6.933314999999999895e-01,-1.546021999999999952e-01,-1.943988200000000000e-01,6.764604400000000517e-01,3.201569300000000062e+00,9.191845999999999961e+00,-1.763311300000000026e+00,1.634776099999999843e+01,2.971286600000000178e+01,-1.301390600000000042e+01
-9.606187102745097905e-02,2.278730667843137103e-01,-8.646326339215688606e-01,-2.285705791235294271e+00,7.615170195098039940e-01,-1.065633113333332993e+01,1.023527966999999983e-01,-3.796288390000000512e-01,2.574109230000000137e-01,3.320338719999999189e+00,2.351999899999999144e+01,7.385167000000000259e-01,-1.733677399999999924e-01,-1.805278399999999950e-01,6.260563999999999574e-01,4.011702999999999797e+00,8.768397000000000219e+00,-1.683574600000000032e+00,1.705522200000000055e+01,3.156452399999999869e+01,-1.335225699999999982e+01
-9.806389506200000050e-02,1.502541722240000044e-01,-9.343103774000001138e-01,-2.348827278399999940e+00,5.192717424000000692e-01,-1.062417783200000088e+01,1.586536799999999914e-01,-3.612461700000000331e-01,2.527618344444444443e-01,3.533347407142857666e+00,2.352357042857142133e+01,7.931789999999999674e-01,-1.771833200000000053e-01,-1.863409299999999880e-01,5.520419500000000035e-01,4.766100999999999921e+00,8.197882999999999143e+00,-1.692306899999999947e+00,1.785244199999999992e+01,3.323939000000000021e+01,-1.370053200000000082e+01
-7.082962910612244922e-02,1.752201540816326342e-01,-8.140566599999998765e-01,-2.317443137150204002e+00,4.719056675510204246e-01,-1.040506678163265342e+01,2.093604655555555416e-01,-3.349852166666666964e-01,2.527618400000000154e-01,3.783612814285714165e+00,2.352999899999999656e+01,8.419668000000000152e-01,-1.741864499999999927e-01,-1.957485399999999987e-01,4.716286000000000089e-01,5.537699700000000114e+00,7.582327399999999606e+00,-1.653754699999999911e+00,1.889439199999999985e+01,3.478338999999999714e+01,-1.404439799999999927e+01
-6.217185099807693432e-02,2.829105538461538782e-01,-6.851556309615387530e-01,-2.307093377817307278e+00,3.367957354807692427e-01,-1.057769878653846263e+01,2.466217660000000200e-01,-3.028155479999999899e-01,2.617824439999999475e-01,4.062943828571428106e+00,2.352999899999999656e+01,8.806222700000000403e-01,-1.720434000000000130e-01,-1.945038699999999954e-01,3.963253199999999810e-01,6.269219399999999887e+00,6.900104999999999933e+00,-1.608759999999999968e+00,2.012773500000000126e+01,3.623538599999999832e+01,-1.437294999999999945e+01
-1.462298898199999864e-01,2.503297723599999802e-01,-6.160284142000000962e-01,-2.314464793720000024e+00,3.864750850800000026e-01,-1.082931668599999675e+01,2.713535950000000030e-01,-2.726811150000000294e-01,2.723989809999999845e-01,4.630224639999999781e+00,2.352999899999999300e+01,9.091704499999999634e-01,-1.756221400000000099e-01,-1.828793599999999908e-01,3.303350199999999792e-01,6.880544000000000437e+00,6.235161299999999684e+00,-1.619029999999999969e+00,2.143911599999999851e+01,3.754263000000000261e+01,-1.469000999999999912e+01
-2.357973394200000017e-01,2.493989583719999903e-01,-6.795287803999999765e-01,-2.366138614365999704e+00,2.317335824000000544e-01,-1.059123437000000045e+01,2.901641811111110858e-01,-2.450414688888889192e-01,2.770480499999999902e-01,4.829753638461538934e+00,2.352999899999999656e+01,9.294177000000000133e-01,-1.860901000000000083e-01,-1.756531000000000065e-01,2.658932800000000096e-01,7.421134499999999967e+00,5.471827000000000218e+00,-1.698571800000000076e+00,2.284949500000000100e+01,3.869086999999999676e+01,-1.504228499999999968e+01
-3.440806364489795710e-01,2.183552805306122335e-01,-8.899815800000000499e-01,-2.375155571836734758e+00,6.780321481632653469e-02,-9.969499238775510364e+00,3.097926222222222581e-01,-2.154978899999999697e-01,2.763541588888889233e-01,5.354094414285714087e+00,2.352785614285713578e+01,9.448878000000000554e-01,-2.048843399999999981e-01,-1.712843800000000138e-01,1.893966300000000103e-01,7.821354399999999707e+00,4.636269999999999669e+00,-1.673861299999999996e+00,2.432214199999999948e+01,3.967799800000000232e+01,-1.538788699999999920e+01
-5.739412307307692473e-02,2.377677786923076964e-01,-9.761597473076922826e-01,-2.366250974173076838e+00,-7.205243851923077980e-02,-1.053403156153845899e+01,3.308277419999999802e-01,-1.601201139999999801e-01,2.889482979999999923e-01,6.024136253333333357e+00,2.352399899999999278e+01,9.562068599999999918e-01,-2.200078500000000048e-01,-1.730227599999999977e-01,8.560365000000000335e-02,8.164847999999999217e+00,3.691366700000000112e+00,-1.566258699999999893e+00,2.597802000000000078e+01,4.051590699999999856e+01,-1.576857099999999967e+01
3.894242383061224944e-02,-2.253283881020408108e-01,-6.910880095918368049e-01,-2.454458191938775791e+00,-1.861182504081632660e-01,-1.034532538571428617e+01,3.510123099999999940e-01,-1.055301672222222209e-01,2.909258899999999648e-01,5.829363400000000084e+00,2.352461438461538279e+01,9.619545999999999930e-01,-2.081390200000000079e-01,-1.767324000000000117e-01,-9.343261999999999748e-03,8.423897000000000190e+00,2.716709100000000099e+00,-1.539655800000000019e+00,2.761587300000000056e+01,4.111061500000000279e+01,-1.612482299999999924e+01
-1.152925006520000156e-01,-1.724496901400000282e-01,-8.786007502000000580e-01,-2.542767894799999429e+00,-4.481293317000000775e-01,-9.930377141999999324e+00,3.722764533333333681e-01,-5.071043244444444625e-02,2.735785966666666180e-01,6.335904814285713726e+00,2.352214185714284866e+01,9.546949000000000130e-01,-1.894599999999999895e-01,-2.184353800000000123e-01,-7.034579000000000526e-02,8.665509000000000128e+00,1.828911500000000023e+00,-1.503780700000000081e+00,2.928647000000000133e+01,4.152085999999999899e+01,-1.642736400000000074e+01
-3.377649503846154033e-01,2.993110623076922772e-01,-9.677654400000000878e-01,-2.492438015384615291e+00,-8.085891955192308078e-01,-1.030930432692307797e+01,3.679254809999999987e-01,1.182345367999999841e-02,2.858257880000000251e-01,6.757644173333331672e+00,2.352399899999999633e+01,9.388353000000000392e-01,-1.858348800000000078e-01,-2.394572199999999984e-01,-1.634436999999999973e-01,8.971951499999999413e+00,9.420067699999999933e-01,-1.419585600000000003e+00,3.110906400000000005e+01,4.176478000000000179e+01,-1.675247600000000148e+01
-2.891923833999999749e-01,2.404155095199999870e-01,-1.053488659599999933e+00,-2.389488801099999726e+00,-1.320326106200000238e+00,-1.040277507400000090e+01,3.392352622222222780e-01,7.304429411111111603e-02,3.110487399999999902e-01,6.951332930769230423e+00,2.352307592307691664e+01,9.184356999999999660e-01,-1.869218599999999952e-01,-2.219507199999999902e-01,-2.688379599999999869e-01,9.192909000000000219e+00,-5.178102000000000399e-03,-1.387245000000000061e+00,3.293594000000000221e+01,4.181429700000000338e+01,-1.707235000000000014e+01
-4.086889216326530794e-01,1.056472124489795800e-01,-1.149271922448979577e+00,-2.299437122448979576e+00,-1.776465730816326527e+00,-9.873009130612246054e+00,3.097926088888888763e-01,1.242531444444444494e-01,3.245796244444444367e-01,7.263547635714284745e+00,2.352571328571427856e+01,8.815756000000000148e-01,-1.862367699999999959e-01,-2.160234600000000005e-01,-3.761308199999999768e-01,9.200352000000000530e+00,-9.390663500000000496e-01,-1.331182199999999982e+00,3.475629800000000103e+01,4.167418700000000342e+01,-1.734913799999999995e+01
