timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
157132530,0.9974201,0.0061838427,-0.0010407184,0.07151234,-0.2186724,0.5686823,-4.7447586,0.7753914,0.4375174,-2.4924943,1.1803454e-06,3.1875625e-06,8.7912383e-07,-0.0003478831,0.00039738702,-0.00058446475,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,5.2981784e-07,0.0013232899,0.032894254,3.3576504e-07,8.964719e-05,8.930079e-05,3.5337664e-05,0.018569719,0.018553883,0.010282046,0.045739774,0.04573851,0.055272266,1.0358226e-11,1.0366596e-11,1.8113493e-11,2.2328536e-06,2.2356908e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3024538,0.23510055,0.016881976,0.1422094,0.014567333,0.048386678,0.0,0.0,0.0,-0.004295,0,0,0,831,0,0,0,0
157332541,0.99691314,0.0076576862,-0.021599134,0.07509364,-0.17984593,0.6784967,-4.91885,0.74104244,0.54552275,-3.3993342,1.2980965e-06,3.2242226e-06,8.608994e-07,-0.0003264189,0.00029970022,-0.00060655404,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,2.1929638e-06,0.0013456277,0.033380356,4.912962e-07,8.659564e-05,8.61057e-05,3.5267156e-05,0.018013855,0.017992098,0.010351542,0.04647812,0.046475742,0.055779062,1.0358055e-11,1.0367162e-11,1.8108619e-11,2.1837343e-06,2.1860594e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30488336,0.23617591,0.031783365,0.080901265,0.009466358,0.038401216,0.0,0.0,0.0,-0.004282,0,0,0,831,0,0,0,0
157540532,0.9901535,0.01799405,-0.11604883,0.076190956,0.13328682,0.82775235,-5.0929403,0.74187475,0.6867271,-4.3746486,1.3886087e-06,3.283556e-06,8.51677e-07,-0.00028661385,0.00022778414,-0.00062935695,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,2.6662053e-06,0.0013390662,0.033037204,2.0284058e-06,8.337277e-05,8.179163e-05,3.5655936e-05,0.017568817,0.01753463,0.010295531,0.047643065,0.04763959,0.05507555,1.03683616e-11,1.0378399e-11,1.8107422e-11,2.1386825e-06,2.1407889e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3086789,0.2346818,0.036259335,0.060412794,0.008899273,0.022505319,0.0,0.0,0.0,-0.004292,0,0,0,831,0,0,0,0
157741349,0.98094213,0.049230803,-0.1704005,0.07932558,0.74589884,1.0970736,-5.2123575,0.8103569,0.8787653,-5.3702073,1.3705574e-06,3.2083237e-06,7.9225595e-07,-0.00034040803,0.00025526085,-0.0006386814,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,2.5107163e-06,0.0014350914,0.035048857,3.7547627e-06,7.98865e-05,7.756854e-05,3.6339265e-05,0.017050613,0.01699266,0.010286942,0.04854942,0.048543733,0.054919913,1.0380938e-11,1.0392618e-11,1.8100512e-11,2.0966656e-06,2.100087e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.31159773,0.23434998,0.0373501,0.08370617,0.0073951725,0.02086211,0.0,0.0,0.0,-0.004275,0,0,0,831,0,0,0,0
157941332,0.9733457,0.041709013,-0.20796141,0.087239526,1.474419,1.45133,-5.1208034,1.0176004,1.1421883,-6.3589835,1.3303029e-06,3.149122e-06,7.5944524e-07,-0.00037425282,0.00029273075,-0.0006496288,0.22627008,0.036237296,0.40151745,0.0024160964,-0.0020368528,0.000804208,0.0,0.0,0.0,2.4298938e-06,0.0015113351,0.036569227,4.906986e-06,7.7077886e-05,7.409796e-05,3.7272042e-05,0.016172353,0.016151452,0.010331371,0.049499385,0.049483083,0.055453815,1.0397035e-11,1.041149e-11,1.8187693e-11,2.060991e-06,2.0647599e-06,5.0000036e-08,0.001305738,0.0007102773,0.0013160899,0.001317017,0.00083176146,0.001318111,0.0,0.0,743,0.3146148,0.23548634,0.06443946,0.11667355,0.0054611475,0.061685186,0.0,0.0,0.0,-0.004291,0,0,0,831,0,0,0,0
158141325,0.96583396,0.03210033,-0.23500903,0.1044277,2.2128103,1.7440945,-4.7432423,1.3834951,1.4716147,-7.2718983,1.2886766e-06,3.1486227e-06,7.321236e-07,-0.00035921796,0.00031920383,-0.00066909794,0.2265379,0.036093775,0.40072313,0.00085175753,-0.002045113,0.00091219513,0.0,0.0,0.0,2.2712284e-06,0.0013843869,0.03287087,5.869545e-06,7.4909636e-05,7.135492e-05,3.803063e-05,0.01493655,0.01500911,0.010244063,0.05044702,0.05041502,0.055215556,1.0416149e-11,1.0434599e-11,1.8264664e-11,2.0339578e-06,2.0408086e-06,5.0000036e-08,0.0012529483,0.00048615693,0.0012636037,0.0012651507,0.0005755885,0.0012701317,0.0,0.0,743,0.31758785,0.23497991,0.11056765,0.1115075,0.004228063,0.06964293,0.0,0.0,0.0,-0.004298,0,0,0,831,0,0,0,0
158349341,0.95152813,0.062706,-0.27024806,0.13277131,3.0417495,2.0757334,-4.287726,1.9236888,1.8697008,-8.1371565,1.2664951e-06,3.1310585e-06,7.0896925e-07,-0.00035342315,0.0003328649,-0.00068958063,0.23144709,0.03703466,0.4011674,-0.0027446798,-0.0027054148,-0.0024695494,0.0,0.0,0.0,1.842417e-06,0.0012067775,0.028724426,7.80599e-06,7.260509e-05,6.834653e-05,3.909923e-05,0.013968009,0.01429305,0.010207553,0.051669102,0.05161192,0.05528383,1.044091e-11,1.0464596e-11,1.8331817e-11,2.0142331e-06,2.0259054e-06,5.0000036e-08,0.0012022003,0.00037571182,0.0012218329,0.0012129516,0.00044910345,0.001229266,0.0,0.0,743,0.32137364,0.23512514,0.08054767,0.092505395,0.0033093672,0.051825076,0.0,0.0,0.0,-0.004284,0,0,0,831,0,0,0,0
158550941,0.9532506,0.04896037,-0.26396903,0.13869634,3.8952448,2.445948,-3.8707745,2.5938458,2.3305993,-8.91116,1.1989939e-06,3.0141257e-06,6.109948e-07,-0.0003832951,0.00034766813,-0.00069876434,0.23547429,0.038095348,0.40200827,-0.006492579,-0.0035825567,-0.003886251,0.0,0.0,0.0,1.4822288e-06,0.0011760484,0.027942223,7.364417e-06,7.190021e-05,6.7615634e-05,3.9149938e-05,0.013329532,0.014035787,0.010149995,0.052538972,0.05245938,0.055010553,1.0462289e-11,1.0492484e-11,1.837534e-11,1.9994104e-06,2.0165412e-06,5e-08,0.0011304665,0.00030849435,0.0011705739,0.001143425,0.00037461804,0.0011702984,0.0,0.0,743,0.32403448,0.2345433,0.011107358,0.15397713,0.00915845,0.016550655,0.0,0.0,0.0,-0.004284,0,0,0,831,0,0,0,0
158750959,0.94784886,0.03721052,-0.2861278,0.13538395,4.7127852,2.787464,-3.4418156,3.4411566,2.878517,-9.659305,1.0803171e-06,2.938801e-06,4.618799e-07,-0.00039753123,0.00035043558,-0.0006890062,0.2377173,0.03844609,0.40262324,-0.008677073,-0.0038429813,-0.00458774,0.0,0.0,0.0,9.729101e-07,0.001177823,0.027697757,8.142189e-06,7.0775975e-05,6.5860346e-05,3.9832546e-05,0.01290795,0.014067219,0.010217784,0.053442728,0.05335117,0.055562478,1.0487442e-11,1.052489e-11,1.840259e-11,1.9886413e-06,2.0103766e-06,5.000007e-08,0.0010888852,0.00026903197,0.0011345166,0.0010983305,0.00032989436,0.0011355975,0.0,0.0,743,0.32679334,0.23571694,0.028366908,0.116292275,0.013182839,0.016191129,0.0,0.0,0.0,-0.004264,0,0,0,831,0,0,0,0
158958949,0.9477534,0.038477793,-0.28522795,0.13757907,5.5371923,3.09507,-2.9723206,4.481918,3.5098248,-10.369228,9.625056e-07,2.8242973e-06,2.9547346e-07,-0.00041529903,0.00032963854,-0.00066986616,0.2397758,0.03876499,0.40316865,-0.010651754,-0.0036363886,-0.005320162,0.0,0.0,0.0,6.8437095e-07,0.0012109295,0.028239088,8.085314e-06,7.025787e-05,6.5233064e-05,3.988521e-05,0.01265492,0.014413207,0.010288831,0.054574873,0.0544905,0.0555746,1.0512605e-11,1.0557321e-11,1.8411094e-11,1.980693e-06,2.0049458e-06,5e-08,0.0010528873,0.00023668961,0.0010992603,0.0010580332,0.00029327505,0.0011026862,0.0,0.0,743,0.33025047,0.23574266,0.04201284,0.1240701,0.015925657,0.044801768,0.0,0.0,0.0,-0.004274,0,0,0,831,0,0,0,0
159155792,0.947918,0.030234402,-0.28534743,0.13825428,6.2690096,3.3837757,-2.5219154,5.640634,4.1773834,-10.880435,8.4908163e-07,2.7428712e-06,1.3301025e-07,-0.0004124848,0.0003046634,-0.0006793526,0.24085425,0.038920876,0.40332705,-0.011681543,-0.0033188784,-0.0056379223,0.0,0.0,0.0,5.232651e-07,0.0012596367,0.029656872,7.999382e-06,6.9920774e-05,6.475473e-05,3.9751423e-05,0.012540192,0.014843306,0.010470718,0.055377606,0.05533382,0.056003463,1.0533509e-11,1.0584573e-11,1.8399582e-11,1.9743854e-06,1.9983895e-06,5.0000036e-08,0.0010318791,0.00021472148,0.0010774035,0.0010333544,0.00026839646,0.0010833022,0.0,0.0,743,0.33273327,0.23665051,0.039049096,0.1365016,0.01938573,0.06966467,0.0,0.0,0.0,-0.004231,0,0,0,831,0,0,0,0
159363745,0.9481963,0.0343297,-0.2817392,0.14271808,6.998639,3.6381838,-2.0826418,6.9908276,4.915823,-11.296466,7.52358e-07,2.7246138e-06,4.133607e-09,-0.00039597054,0.00028216495,-0.00069272134,0.24176946,0.03904209,0.40347287,-0.012620554,-0.0030166705,-0.005893589,0.0,0.0,0.0,4.0613241e-07,0.0012771639,0.02959035,7.876725e-06,6.9667185e-05,6.447491e-05,3.943001e-05,0.012582484,0.015459159,0.010686445,0.05637079,0.056413036,0.055821296,1.0555117e-11,1.0610476e-11,1.8377104e-11,1.9686067e-06,1.9890085e-06,5.0000036e-08,0.0010151373,0.00019503754,0.0010594592,0.001012595,0.00024617845,0.0010683099,0.0,0.0,743,0.33583304,0.2362653,0.033382323,0.14221673,0.014449946,0.065482676,0.0,0.0,0.0,-0.004278,0,0,0,831,0,0,0,0
159563728,0.94797987,0.0404965,-0.28059146,0.1447852,7.656354,3.9398952,-1.6837565,8.456373,5.691059,-11.607951,6.726819e-07,2.7536757e-06,-9.565184e-08,-0.00038093378,0.00026779948,-0.000708218,0.2421849,0.039129157,0.40371227,-0.013093836,-0.002949501,-0.006124741,0.0,0.0,0.0,3.872829e-07,0.001414781,0.03368623,7.860664e-06,6.9359005e-05,6.4128304e-05,3.9066217e-05,0.01274043,0.015970854,0.010968782,0.05717299,0.057342973,0.055502262,1.05767305e-11,1.0633371e-11,1.8346168e-11,1.9623071e-06,1.9761237e-06,5e-08,0.0010017648,0.00017901188,0.0010491037,0.0009972826,0.00022852463,0.0010586045,0.0,0.0,743,0.33840206,0.23558918,0.016147014,0.13454574,0.012974313,0.052237682,0.0,0.0,0.0,-0.004295,0,0,0,831,0,0,0,0
159763728,0.94854903,0.042576972,-0.2793866,0.14277646,8.288166,4.2096567,-1.3032912,10.0515785,6.5133657,-11.865964,6.323511e-07,2.786107e-06,-1.4343235e-07,-0.00037243078,0.00026459043,-0.00071568135,0.24294826,0.0392742,0.40378729,-0.013909278,-0.0029134997,-0.006278446,0.0,0.0,0.0,3.3227053e-07,0.001340439,0.032005597,7.775056e-06,6.9064736e-05,6.3833264e-05,3.860934e-05,0.012929315,0.016422136,0.011412947,0.05791804,0.05825198,0.0560017,1.0598573e-11,1.0652854e-11,1.8311047e-11,1.954505e-06,1.9592092e-06,5.000007e-08,0.0009927389,0.00016712476,0.0010429135,0.0009877967,0.00021543093,0.001051816,0.0,0.0,743,0.34083724,0.23664679,0.05899612,0.09979632,0.02209531,0.0337671,0.0,0.0,0.0,-0.004295,0,0,0,831,0,0,0,0
159964557,0.9489757,0.041701794,-0.27920893,0.14052966,8.882587,4.466894,-0.98043656,11.777651,7.4002905,-12.0975485,5.573235e-07,2.8334275e-06,-2.3731846e-07,-0.00035855544,0.0002400583,-0.00070868025,0.24300413,0.039303444,0.4039148,-0.01401662,-0.0028033901,-0.0063719316,0.0,0.0,0.0,2.9891407e-07,0.0012733274,0.030759323,7.706618e-06,6.873895e-05,6.351569e-05,3.8099926e-05,0.013147816,0.016767249,0.011870748,0.05868189,0.059208605,0.05578597,1.0622791e-11,1.06698825e-11,1.827886e-11,1.944549e-06,1.9386741e-06,5.0000036e-08,0.0009856246,0.00015583322,0.0010376924,0.0009803956,0.00020289153,0.0010459849,0.0,0.0,743,0.34335184,0.23619054,0.019696003,0.09534524,0.009090439,0.013135018,0.0,0.0,0.0,-0.004268,0,0,0,831,0,0,0,0
160172519,0.94990635,0.042058814,-0.2789194,0.134585,9.47402,4.7275434,-0.70644414,13.683182,8.370936,-12.259598,5.010001e-07,2.7687456e-06,-3.2501399e-07,-0.00032758238,0.00019300453,-0.0007115645,0.24330805,0.039380644,0.404052,-0.014371625,-0.0025634766,-0.0065545244,0.0,0.0,0.0,9.1569416e-07,0.0013345535,0.03194386,7.6025253e-06,6.837062e-05,6.317706e-05,3.762012e-05,0.013431413,0.01706636,0.01246423,0.059789367,0.060554784,0.05598174,1.0654938e-11,1.06898795e-11,1.8257767e-11,1.9318404e-06,1.9153201e-06,5.000007e-08,0.0009806074,0.00014624628,0.0010334376,0.0009752727,0.00019207412,0.0010411813,0.0,0.0,743,0.34690654,0.2366046,0.018924225,0.1037499,0.009986499,0.018199647,0.0,0.0,0.0,-0.004304,0,0,0,831,0,0,0,0
160372546,0.9545421,0.02343162,-0.28125536,0.09589565,10.031083,4.887331,-0.48688745,15.641901,9.336958,-12.427974,4.9689805e-07,2.7391447e-06,-3.2885018e-07,-0.00026276,0.00018577262,-0.00068761973,0.24365917,0.0393815,0.40417895,-0.014864731,-0.002360367,-0.0065604723,0.0,0.0,0.0,1.1943702e-06,0.0013165614,0.032300334,7.1744425e-06,6.801794e-05,6.296933e-05,3.7242848e-05,0.013481492,0.017155461,0.013071576,0.0605543,0.06153585,0.055961024,1.0683319e-11,1.07009315e-11,1.8239295e-11,1.9160525e-06,1.8901845e-06,5.000007e-08,0.0009724761,0.00013783215,0.0010292978,0.0009698414,0.00018186822,0.0010343525,0.0,0.0,743,0.349414,0.23656082,0.01504233,0.10498538,0.0077440673,0.03894133,0.0,0.0,0.0,-0.004278,0,0,0,831,0,0,0,0
160572527,0.95736164,0.012721836,-0.28215572,0.060705535,10.570868,4.9619784,-0.26158714,17.717974,10.354745,-12.564014,3.8815952e-07,2.7618123e-06,-4.647352e-07,-0.00020062573,0.00012407327,-0.0006610528,0.24426323,0.039290026,0.40443647,-0.015516181,-0.0016078451,-0.0066049225,0.0,0.0,0.0,1.2633693e-06,0.0012813126,0.030476926,6.8556246e-06,6.7637106e-05,6.270652e-05,3.6823436e-05,0.013323438,0.01717051,0.013658564,0.061339296,0.06254402,0.05528709,1.0714586e-11,1.0709223e-11,1.8232547e-11,1.8967124e-06,1.8647775e-06,5e-08,0.00092978304,0.00012835454,0.0010245476,0.0009436079,0.00016988772,0.0010125594,0.0,0.0,743,0.3519706,0.23513207,0.029726064,0.10415771,0.024138741,0.007411318,0.0,0.0,0.0,-0.004297,0,0,0,831,0,0,0,0
160781346,0.9595308,-0.0013587148,-0.27973652,0.032348726,11.068145,4.943519,-0.040220514,19.973022,11.411993,-12.686251,2.993611e-07,2.7061053e-06,-5.7946284e-07,-9.023968e-05,5.3824184e-05,-0.0006255913,0.24412183,0.03893787,0.40475532,-0.015708549,-0.0007946961,-0.0070660478,0.0,0.0,0.0,1.0014084e-06,0.0011423668,0.028232798,6.494269e-06,6.7361565e-05,6.25171e-05,3.6286663e-05,0.013058708,0.017122908,0.014587188,0.062408857,0.063873336,0.05582943,1.0751375e-11,1.071835e-11,1.8242177e-11,1.8735742e-06,1.8392626e-06,5e-08,0.0008507253,0.000119096396,0.0010205649,0.00089276483,0.00015839662,0.0009780999,0.0,0.0,743,0.35536206,0.23628253,0.047491364,0.09472098,0.015295828,0.11324817,0.0,0.0,0.0,-0.00428,0,0,0,831,0,0,0,0
160981311,0.9595704,-0.0013165982,-0.28042486,0.024184665,11.515215,4.8706794,0.11387319,22.25454,12.428296,-12.772923,2.0407367e-07,2.6973908e-06,-6.9509997e-07,2.7784017e-05,-1.2033857e-05,-0.0005880551,0.24399288,0.038725153,0.40477467,-0.015848191,-0.00012107976,-0.0069267126,0.0,0.0,0.0,9.056989e-07,0.0011955054,0.030810619,6.393346e-06,6.707214e-05,6.1931554e-05,3.592453e-05,0.012751747,0.016894368,0.015627773,0.06316478,0.0648647,0.05699413,1.07878316e-11,1.0723312e-11,1.8263275e-11,1.8469931e-06,1.8154001e-06,5.0000036e-08,0.0007758196,0.00011120829,0.0010172429,0.00084853574,0.00014879294,0.000941325,0.0,0.0,743,0.35781208,0.23873444,0.032177944,0.09893207,0.016818864,0.03675136,0.0,0.0,0.0,-0.004313,0,0,0,831,0,0,0,0
161181320,0.95953083,-0.035533417,-0.2790245,0.013538277,11.936864,4.749327,0.25346994,24.610695,13.42451,-12.838063,1.0086948e-07,2.6392424e-06,-8.0822707e-07,0.00016744016,-8.890689e-05,-0.0005540941,0.24401234,0.038394753,0.40501365,-0.016213475,0.00082502916,-0.0069663967,0.0,0.0,0.0,1.325245e-06,0.0012066262,0.03246262,6.2229474e-06,6.6859066e-05,6.1479484e-05,3.540268e-05,0.012528842,0.01668749,0.016795173,0.0638967,0.06583226,0.058172595,1.0824434e-11,1.0724308e-11,1.8295932e-11,1.8152514e-06,1.7928502e-06,5.0000036e-08,0.0007043522,0.00010343593,0.0010096908,0.0008097237,0.00013942995,0.0008978699,0.0,0.0,743,0.36017907,0.24118996,0.06303823,0.08917348,0.031587828,0.106166646,0.0,0.0,0.0,-0.004305,0,0,0,831,0,0,0,0
