timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
155105339,0.99507356,-0.015722886,-0.01161314,0.097194,0.017627686,0.008522736,0.003717629,1.0104638,0.177758,0.2517428,1.3496494e-06,3.6943304e-06,7.326785e-07,-0.00019021123,0.00011733013,-0.0005086864,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,1.7544058e-11,5.4146385e-06,0.0003977066,4.8840457e-07,0.00010147167,0.00010087774,3.5239136e-05,0.0124347685,0.012435305,0.010537007,0.05087358,0.050874494,0.056731943,1.0508384e-11,1.0514086e-11,1.8127277e-11,2.4125793e-06,2.4170492e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.31897974,0.23818468,0.0006073158,0.020035127,0.01667385,0.00797423,0.0,0.0,0.0,-0.004285,0,0,0,831,0,0,0,0
155305344,0.99511003,-0.015801499,-0.011628226,0.09680517,0.01549981,0.0073501286,0.004887361,1.0054013,0.16805986,0.25499764,1.3874394e-06,3.651582e-06,7.5138644e-07,-0.00018969907,0.00011770436,-0.0005102144,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,1.5421815e-08,7.010501e-05,0.00133943,4.8575174e-07,0.00010148639,0.00010089159,3.5178255e-05,0.012436785,0.012437066,0.010491691,0.050850596,0.050851528,0.056386665,1.0509281e-11,1.0515007e-11,1.8114543e-11,2.4125625e-06,2.4170356e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.3189077,0.23745877,0.03668457,0.022132609,0.016964559,0.01176843,0.0,0.0,0.0,-0.00428,0,0,0,831,0,0,0,0
155514964,0.99500453,-0.016009655,-0.0119005,0.09781638,0.015815511,0.0024724207,0.007853033,1.0009031,0.1610379,0.270392,1.4062567e-06,3.6147703e-06,7.564882e-07,-0.0001890068,0.00011802266,-0.0005155791,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,2.242875e-08,0.00012344978,0.0024847377,4.948463e-07,0.00010150879,0.000100909696,3.51842e-05,0.012503187,0.012503234,0.010494116,0.051169373,0.05117026,0.056413222,1.0516027e-11,1.0521793e-11,1.8119506e-11,2.4125482e-06,2.4170247e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.31990567,0.23751467,0.027958231,0.016837887,0.016862199,0.022863053,0.0,0.0,0.0,-0.00426,0,0,0,831,0,0,0,0
155714938,0.9950438,-0.016003333,-0.012010335,0.097404204,0.013883688,0.00081281806,0.0070175836,0.9957377,0.1569017,0.270381,1.4072363e-06,3.5832409e-06,7.353623e-07,-0.00018882629,0.00011796957,-0.00051518006,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,1.8266137e-08,0.00013722914,0.0030024566,4.925978e-07,0.00010151998,0.000100919264,3.5178673e-05,0.012497639,0.012497405,0.010456985,0.051120896,0.051121715,0.05608963,1.051476e-11,1.0520558e-11,1.8116567e-11,2.4125368e-06,2.4170172e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.31975397,0.23683248,0.005074692,0.01412702,0.014700559,0.0022882447,0.0,0.0,0.0,-0.004285,0,0,0,831,0,0,0,0
155914951,0.995088,-0.015227094,-0.010885884,0.09720965,0.008856726,0.0053485953,0.012408121,0.9940907,0.14999609,0.28391573,1.4273279e-06,3.571665e-06,7.113843e-07,-0.00018846031,0.00011828016,-0.00051941734,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,8.903924e-08,0.00026170947,0.005939866,4.8459344e-07,0.00010152607,0.00010093842,3.522691e-05,0.012478442,0.012477905,0.010507381,0.051020946,0.05102167,0.05656549,1.0512421e-11,1.05182625e-11,1.8125243e-11,2.4125263e-06,2.4170101e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3194411,0.237835,0.00250182,0.004423779,0.016308565,0.025771836,0.0,0.0,0.0,-0.004273,0,0,0,831,0,0,0,0
156115752,0.99548125,-0.0066385763,-0.00039599265,0.09472523,-0.02782809,0.038941897,-0.12851936,0.9811499,0.14713238,0.26680574,1.4157117e-06,3.518678e-06,7.1393254e-07,-0.00018919828,0.00011847398,-0.0005150808,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,3.4539286e-07,0.00063470926,0.014987615,4.2641284e-07,0.00010130467,0.000100844445,3.524218e-05,0.011193582,0.011192655,0.010358052,0.043928742,0.04392919,0.0564088,1.0409994e-11,1.0416053e-11,1.8123848e-11,2.4124722e-06,2.4169394e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.29640839,0.23750536,0.0146409655,0.024096891,0.014699641,0.018616186,0.0,0.0,0.0,-0.004273,0,0,0,831,0,0,0,0
156323775,0.9967569,0.0014755197,0.0013021446,0.08044779,-0.06616053,0.091737375,-1.3289077,0.9675293,0.15287049,0.115443006,1.4310701e-06,3.488152e-06,7.453009e-07,-0.00019438128,0.00011692127,-0.0005109786,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,3.7179723e-07,0.0006849478,0.017107824,3.6088787e-07,0.00010073227,0.00010032707,3.5334993e-05,0.012504266,0.012503255,0.010349881,0.04419259,0.044192944,0.05630757,1.0406412e-11,1.0412636e-11,1.8124615e-11,2.4068747e-06,2.4112696e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.29729706,0.23729216,0.011500198,0.015627641,0.013938227,0.016582115,0.0,0.0,0.0,-0.004248,0,0,0,831,0,0,0,0
156523763,0.99767494,0.003279193,0.0018668154,0.06804856,-0.12655702,0.19706032,-2.6528738,0.93894404,0.1671201,-0.2642711,1.4906498e-06,3.4120812e-06,7.799398e-07,-0.00022934302,9.480218e-05,-0.00052020635,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,3.2372597e-07,0.00095971534,0.025536766,3.0241196e-07,9.9139936e-05,9.8761e-05,3.5389512e-05,0.014900406,0.014897275,0.010313945,0.044296414,0.04429666,0.055930343,1.0392495e-11,1.0399061e-11,1.8120873e-11,2.3848704e-06,2.3890618e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.2976459,0.23649597,0.011549328,0.039208643,0.017649097,0.093465365,0.0,0.0,0.0,-0.00426,0,0,0,831,0,0,0,0
156723782,0.99786854,0.0033762115,0.0021511547,0.065133445,-0.17426866,0.315014,-3.7490156,0.9005413,0.20797266,-0.86073244,1.5147033e-06,3.3566355e-06,8.453784e-07,-0.0002591571,9.1077614e-05,-0.00053755863,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,2.843789e-07,0.0010697437,0.028118217,2.8774903e-07,9.639217e-05,9.603251e-05,3.5390578e-05,0.017314479,0.017305914,0.010372523,0.044477355,0.044477414,0.05636632,1.0375007e-11,1.0382078e-11,1.811672e-11,2.3421098e-06,2.3459365e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.29825285,0.23741592,0.03651284,0.02792272,0.017386174,0.004555863,0.0,0.0,0.0,-0.004243,0,0,0,831,0,0,0,0
156932522,0.9976626,0.0056051034,0.00024031635,0.068103194,-0.20459062,0.44293648,-4.5150633,0.8465562,0.3009338,-1.650661,1.3992824e-06,3.3024587e-06,8.834041e-07,-0.0002830279,0.00020128908,-0.0005625839,0.24579702,0.041145544,0.38877177,0.0,0.0,0.0,0.0,0.0,0.0,3.0350284e-07,0.0012080405,0.030668898,3.1638356e-07,9.2954266e-05,9.260369e-05,3.5374964e-05,0.01890368,0.018890908,0.010303111,0.04515565,0.04515523,0.055571206,1.0365786e-11,1.0373483e-11,1.8118163e-11,2.286264e-06,2.2896002e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30051768,0.23573546,0.022832034,0.08359654,0.011603295,0.047845803,0.0,0.0,0.0,-0.004302,0,0,0,831,0,0,0,0
