timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,fix_type,vel_ned_valid,satellites_used
227077677,1532703857399670,325151214,-1169557831,47596,13492,0.35500002,0.05128545,1.0610001,1.274,0.62,0.85999995,88,4,6.4620004,6.2840004,1.5070001,-2.4350002,0.35960254,0,nan,3,1,20
227281727,1532703857599670,325151336,-1169557804,48037,13933,0.34,0.050851036,1.0630001,1.273,0.62,0.85999995,88,4,7.3840003,7.2980003,1.1270001,-1.843,0.24798632,0,nan,3,1,20
227469672,1532703857799670,325151471,-1169557785,48322,14218,0.333,0.045251325,1.0660001,1.273,0.57,0.79999995,88,4,7.8810005,7.8380003,0.813,-1.2800001,0.16175641,0,nan,3,1,21
227683564,1532703857999671,325151618,-1169557770,48516,14412,0.32900003,0.041194655,1.0680001,1.274,0.57,0.79999995,88,4,8.566,8.545,0.59300005,-0.9480001,0.06932378,0,nan,3,1,21
227873736,1532703858199670,325151778,-1169557763,48722,14617,0.30400002,0.033785034,1.0680001,1.273,0.57,0.79999995,88,4,9.200001,9.198001,0.187,-0.64400005,0.02034827,0,nan,3,1,21
228073731,1532703858399670,325151949,-1169557762,48835,14731,0.319,0.035148486,1.069,1.273,0.57,0.79999995,88,4,9.740001,9.740001,-0.043,-0.38300002,6.2788196,0,nan,3,1,21
228273723,1532703858599670,325152131,-1169557767,48851,14747,0.351,0.034119964,1.072,1.271,0.57,0.79999995,88,3,10.328,10.324,-0.293,0.052,6.254836,0,nan,3,1,21
228474758,1532703858799670,325152323,-1169557775,48835,14731,0.335,0.031905316,1.075,1.2700001,0.57,0.79999995,88,3,10.845,10.835,-0.48100004,0.27400002,6.238847,0,nan,3,1,21
228677677,1532703858999671,325152524,-1169557786,48756,14652,0.33600003,0.029715626,1.0780001,1.269,0.57,0.79999995,88,3,11.357,11.347,-0.483,0.50600004,6.240648,0,nan,3,1,21
228877676,1532703859199670,325152734,-1169557802,48646,14542,0.335,0.02749801,1.08,1.2720001,0.57,0.79999995,88,3,11.871,11.832001,-0.95600003,0.609,6.2025514,0,nan,3,1,21
229071702,1532703859399670,325152955,-1169557826,48492,14388,0.33100003,0.028672442,1.082,1.2750001,0.57,0.79999995,88,3,12.597,12.55,-1.088,0.596,6.1967278,0,nan,3,1,21
229271701,1532703859599670,325153188,-1169557855,48386,14282,0.335,0.026303856,1.085,1.276,0.57,0.79999995,88,4,13.1380005,13.0390005,-1.6100001,0.47400004,6.160298,0,nan,3,1,21
229467675,1532703859799670,325153424,-1169557894,48286,14183,0.30400002,0.026159517,1.087,1.2770001,0.57,0.79999995,88,4,13.153001,12.993001,-2.0410001,0.462,6.1273746,0,nan,3,1,21
229673670,1532703859999671,325153663,-1169557948,48189,14085,0.32000002,0.02137522,1.085,1.2800001,0.57,0.79999995,88,4,13.630001,13.308001,-2.9450002,0.42900002,6.065421,0,nan,3,1,21
229874752,1532703860199670,325153901,-1169558022,48088,13984,0.272,0.020806069,1.08,1.2720001,0.57,0.79999995,88,4,13.627001,13.048,-3.9310002,0.43,5.9905763,0,nan,3,1,21
230068700,1532703860399670,325154134,-1169558113,48087,13983,0.277,0.020766275,1.074,1.266,0.57,0.79999995,88,4,13.744,12.860001,-4.8490005,0.026,5.9226084,0,nan,3,1,21
230268672,1532703860599670,325154360,-1169558220,48129,14025,0.27400002,0.023190014,1.069,1.2620001,0.57,0.79999995,82,6,13.505001,12.331,-5.5080004,0.136,5.8631067,0,nan,3,1,21
230468733,1532703860799670,325154576,-1169558347,48144,14040,0.289,0.026991166,1.0660001,1.2600001,0.57,0.79999995,82,6,13.375001,11.753,-6.3840003,-0.064,5.7855763,0,nan,3,1,21
230668674,1532703860999671,325154776,-1169558490,48267,14163,0.26200002,0.026836356,1.0610001,1.2570001,0.57,0.79999995,82,6,12.913001,10.64,-7.3170004,-0.46,5.6808057,0,nan,3,1,21
230869675,1532703861199670,325154958,-1169558656,48358,14254,0.26900002,0.027573058,1.0580001,1.251,0.57,0.79999995,82,6,12.698001,9.729,-8.160001,-0.76600003,5.5852585,0,nan,3,1,21
231069696,1532703861399669,325155120,-1169558834,48543,14439,0.254,0.03060365,1.056,1.245,0.57,0.79999995,82,6,12.026001,8.415,-8.591001,-0.91600007,5.4874687,0,nan,3,1,21
231272703,1532703861599669,325155257,-1169559022,48806,14703,0.23700002,0.03393321,1.0550001,1.24,0.57,0.79999995,82,12,11.467001,6.945,-9.124001,-1.3050001,5.3630176,0,nan,3,1,21
231473673,1532703861799669,325155374,-1169559212,49071,14967,0.28,0.03900636,1.056,1.2420001,0.57,0.79999995,82,12,11.116,6.3110003,-9.150001,-1.792,5.3161936,0,nan,3,1,21
231671128,1532703861999670,325155469,-1169559412,49360,15257,0.27800003,0.0437931,1.0600001,1.2470001,0.57,0.79999995,82,12,10.7630005,4.5860004,-9.737,-1.304,5.1525154,0,nan,3,1,21
231874875,1532703862199669,325155548,-1169559623,49578,15475,0.252,0.044160668,1.064,1.253,0.57,0.79999995,82,12,10.949,4.255,-10.088,-0.679,5.111529,0,nan,3,1,21
232066770,1532703862399669,325155622,-1169559840,49622,15519,0.37800002,0.045593232,1.072,1.2650001,0.57,0.79999995,82,12,11.1380005,4.129,-10.345,-0.21000001,5.0921855,0,nan,3,1,21
232273731,1532703862599669,325155690,-1169560062,49566,15462,0.377,0.044115115,1.082,1.2770001,0.57,0.79999995,82,8,11.112,3.6090002,-10.51,0.448,5.0431657,0,nan,3,1,21
232470695,1532703862799669,325155749,-1169560287,49371,15268,0.36800003,0.042529657,1.0910001,1.2900001,0.57,0.79999995,82,8,11.093,3.107,-10.649,1.1620001,4.9962754,0,nan,3,1,21
232662701,1532703862999670,325155798,-1169560512,49037,14934,0.47900003,0.04469456,1.1,1.3050001,0.57,0.79999995,82,8,10.919001,2.5990002,-10.6050005,1.3460001,4.9527025,0,nan,3,1,21
232867699,1532703863199669,325155836,-1169560744,48708,14604,0.49500003,0.046309516,1.1120001,1.3240001,0.57,0.79999995,82,8,11.448001,1.8870001,-11.291,1.312,4.8779883,0,nan,3,1,21
233069703,1532703863399669,325155852,-1169560976,48387,14283,0.512,0.04990053,1.125,1.3440001,0.59999996,0.85999995,82,8,10.6,0.21300001,-10.598001,1.46,4.7324495,0,nan,3,1,20
233270714,1532703863599669,325155843,-1169561196,48193,14090,0.5,0.050700415,1.138,1.363,0.65999997,0.96,88,2,10.162001,-1.105,-10.102,1.118,4.603449,0,nan,3,1,19
233480843,1532703863799669,325155808,-1169561402,47954,13850,0.48100004,0.05276287,1.1500001,1.3820001,0.65999997,0.96,88,2,9.737,-2.536,-9.401,0.731,4.4489427,0,nan,3,1,19
233674699,1532703863999670,325155752,-1169561591,47838,13734,0.47900003,0.055227276,1.161,1.399,0.62,0.85999995,88,2,9.139001,-3.4060001,-8.481,0.592,4.3305154,0,nan,3,1,20
233862886,1532703864199669,325155676,-1169561758,47682,13579,0.44500002,0.06526204,1.1730001,1.417,0.62,0.85999995,88,2,8.691,-4.631,-7.3540006,0.28800002,4.150403,0,nan,3,1,20
234060673,1532703864399669,325155580,-1169561899,47706,13602,0.43400002,0.07043852,1.1850001,1.437,0.62,0.85999995,88,2,8.33,-5.6540003,-6.1180005,-0.036000002,3.9663694,0,nan,3,1,20
234262377,1532703864599669,325155468,-1169562021,47653,13549,0.42400002,0.067868866,1.1980001,1.455,0.62,0.85999995,87,4,8.4210005,-6.392,-5.4820004,0.11400001,3.8504379,0,nan,3,1,20
234462146,1532703864799669,325155343,-1169562130,47633,13529,0.439,0.07107015,1.21,1.4740001,0.62,0.85999995,87,4,8.6640005,-7.1370006,-4.912,0.202,3.7443335,0,nan,3,1,20
234673675,1532703864999670,325155207,-1169562228,47492,13388,0.492,0.07249609,1.225,1.496,0.62,0.85999995,87,4,8.816,-7.6530004,-4.3770003,0.61200005,3.6610687,0,nan,3,1,20
234862727,1532703865199669,325155061,-1169562325,47306,13202,0.53300005,0.07179848,1.2420001,1.521,0.62,0.85999995,87,4,9.59,-8.342,-4.7310004,1.033,3.6574445,0,nan,3,1,20
235069726,1532703865399669,325154906,-1169562416,47038,12934,0.559,0.07412518,1.261,1.544,0.62,0.85999995,87,4,9.525001,-8.623,-4.046,1.355,3.5803318,0,nan,3,1,20
235268669,1532703865599669,325154741,-1169562494,46561,12456,0.36900002,0.046544787,1.2720001,1.5460001,0.62,0.85999995,87,6,9.769,-9.213,-3.2500002,1.904,3.4806952,0,nan,3,1,20
235472434,1532703865799669,325154569,-1169562559,46085,11981,0.32200003,0.031434774,1.268,1.531,0.62,0.85999995,87,6,10.212001,-9.743,-3.0590003,2.3950002,3.445795,0,nan,3,1,20
235673724,1532703865999670,325154387,-1169562619,45582,11478,0.38500002,0.04776163,1.2700001,1.534,0.62,0.85999995,87,6,10.3810005,-10.045,-2.6190002,2.6920002,3.396676,0,nan,3,1,20
235873669,1532703866199669,325154196,-1169562668,45064,10960,0.26200002,0.028942095,1.2600001,1.5120001,0.62,0.85999995,87,6,10.776001,-10.586,-2.013,2.5960002,3.3294997,0,nan,3,1,20
236072384,1532703866399669,325153990,-1169562696,44711,10607,0.21100001,0.024833765,1.238,1.483,0.62,0.85999995,87,6,11.226001,-11.187,-0.94000006,1.9690001,3.2254465,0,nan,3,1,20
236273676,1532703866599669,325153779,-1169562705,44358,10254,0.22200002,0.028136626,1.223,1.4580001,0.62,0.85999995,87,6,11.541,-11.536,0.33,1.3410001,3.1129663,0,nan,3,1,20
236473742,1532703866799669,325153568,-1169562688,44211,10107,0.192,0.020576034,1.2010001,1.4310001,0.62,0.85999995,87,6,11.957001,-11.795001,1.96,0.651,2.9769642,0,nan,3,1,20
236678749,1532703866999670,325153357,-1169562626,44265,10160,0.19700001,0.017957518,1.174,1.4080001,0.62,0.85999995,87,6,12.187,-11.678,3.4850001,-0.097,2.8515408,0,nan,3,1,20
236875675,1532703867199669,325153149,-1169562535,44514,10410,0.17400001,0.015076328,1.1450001,1.381,0.62,0.85999995,87,6,12.404,-11.402,4.8820004,-0.43100002,2.737066,0,nan,3,1,20
237074713,1532703867399669,325152942,-1169562419,44691,10586,0.185,0.015947072,1.125,1.36,0.62,0.85999995,87,6,12.741,-11.242001,5.997,-0.573,2.6515675,0,nan,3,1,20
237285313,1532703867599669,325152737,-1169562282,44947,10842,0.17600001,0.0146164335,1.103,1.3360001,0.62,0.85999995,87,6,12.965,-11.064,6.76,-0.652,2.5931199,0,nan,3,1,20
237474800,1532703867799669,325152528,-1169562135,45030,10926,0.21100001,0.016705593,1.0910001,1.322,0.62,0.85999995,87,6,13.265,-11.34,6.8810005,-0.2,2.5961967,0,nan,3,1,20
237669691,1532703867999670,325152318,-1169561990,45130,11025,0.22500001,0.019757126,1.0840001,1.309,0.62,0.85999995,87,6,13.446001,-11.657001,6.702,0.23,2.619827,0,nan,3,1,20
237867675,1532703868199669,325152098,-1169561856,45094,10990,0.26200002,0.020120155,1.08,1.299,0.62,0.85999995,87,6,13.737,-12.276001,6.1640005,0.19900002,2.6762908,0,nan,3,1,20
238072702,1532703868399669,325151874,-1169561740,45046,10941,0.33900002,0.021382377,1.0780001,1.294,0.62,0.85999995,87,6,13.39,-12.420001,5.0030003,0.11400001,2.7586231,0,nan,3,1,20
238272683,1532703868599669,325151651,-1169561654,45036,10932,0.365,0.024148898,1.079,1.296,0.62,0.85999995,88,6,12.561001,-12.147,3.1990001,-0.319,2.8840864,0,nan,3,1,20
238471693,1532703868799669,325151436,-1169561605,45188,11084,0.36900002,0.026865153,1.0780001,1.2980001,0.62,0.85999995,88,6,11.687,-11.582001,1.562,-1.118,3.0075414,0,nan,3,1,20
238672702,1532703868999670,325151234,-1169561591,45549,11445,0.34100002,0.023061557,1.074,1.2950001,0.62,0.85999995,88,6,10.564,-10.559001,-0.33800003,-1.9100001,3.173562,0,nan,3,1,20
238873675,1532703869199669,325151059,-1169561616,46004,11900,0.31800002,0.024550848,1.067,1.291,0.57,0.79999995,88,6,9.016001,-8.821,-1.8670001,-2.535,3.3501356,0,nan,3,1,21
239073729,1532703869399669,325150920,-1169561665,46627,12522,0.33,0.02958298,1.0610001,1.281,0.57,0.79999995,88,6,7.2570004,-6.7630005,-2.6320002,-3.2610002,3.4383934,0,nan,3,1,21
239273696,1532703869599669,325150817,-1169561721,47302,13198,0.3,0.046484746,1.059,1.274,0.57,0.79999995,87,5,5.3650002,-4.6190004,-2.729,-3.1230001,3.523668,0,nan,3,1,21
239473675,1532703869799669,325150747,-1169561772,47843,13738,0.266,0.073453225,1.054,1.2670001,0.57,0.79999995,87,5,3.7400002,-3.081,-2.1200001,-2.739,3.5919232,0,nan,3,1,21
239690712,1532703869999670,325150703,-1169561811,48233,14129,0.21800001,0.0967682,1.042,1.2570001,0.57,0.79999995,87,5,2.5770001,-2.002,-1.6220001,-2.028,3.677922,0,nan,3,1,21
239893671,1532703870199668,325150674,-1169561839,48533,14428,0.192,0.20484178,1.033,1.246,0.57,0.79999995,87,5,1.6380001,-1.2570001,-1.0500001,-1.115,3.707248,0,nan,3,1,21
240077217,1532703870399668,325150652,-1169561851,48576,14472,0.25100002,0.36019143,1.0300001,1.2390001,0.57,0.79999995,87,5,0.82000005,-0.81500006,-0.087000005,-0.19000001,3.594788,0,nan,3,1,21
240277677,1532703870599668,325150638,-1169561842,48496,14391,0.28300002,0.19611584,1.0270001,1.2360001,0.57,0.79999995,87,6,1.0940001,-0.31500003,1.0480001,0.25500003,2.259073,0,nan,3,1,21
240468451,1532703870799668,325150636,-1169561811,48491,14387,0.25800002,0.14209597,1.026,1.2360001,0.57,0.79999995,87,6,2.4840002,0.595,2.411,0.07,1.6482987,0,nan,3,1,21
240677387,1532703870999669,325150655,-1169561744,48409,14304,0.28300002,0.08766684,1.0270001,1.233,0.57,0.79999995,87,6,3.9520001,1.4200001,3.6880002,0.33200002,1.3249965,0,nan,3,1,21
240871675,1532703871199668,325150693,-1169561655,48323,14218,0.19500001,0.07131118,1.024,1.23,0.57,0.81,87,6,5.326,2.772,4.5470004,0.379,1.140771,0,nan,3,1,20
241072821,1532703871399668,325150752,-1169561546,48177,14072,0.21900001,0.05972272,1.024,1.23,0.57,0.81,87,6,6.511,3.617,5.414,0.28300002,1.0447364,0,nan,3,1,20
241275821,1532703871599668,325150828,-1169561420,48143,14038,0.22800002,0.049818676,1.024,1.23,0.57,0.81,87,5,7.6410003,4.557,6.1330004,0.061000004,0.97512114,0,nan,3,1,20
241472744,1532703871799668,325150919,-1169561281,48092,13988,0.25800002,0.052284826,1.028,1.233,0.57,0.79999995,87,5,8.701,5.3970003,6.8250003,0.061000004,0.9016541,0,nan,3,1,21
241674881,1532703871999669,325151025,-1169561127,48026,13922,0.22200002,0.04582292,1.031,1.2320001,0.57,0.81,87,5,9.584001,6.1260004,7.3700004,0.05,0.87736595,0,nan,3,1,20
241875672,1532703872199668,325151141,-1169560964,47996,13891,0.201,0.03665837,1.031,1.2270001,0.57,0.79999995,87,5,10.452001,6.768,7.964,0.15,0.86638874,0,nan,3,1,21
242074697,1532703872399668,325151269,-1169560787,47948,13844,0.20500001,0.036313843,1.031,1.225,0.57,0.79999995,87,5,11.076,7.2190003,8.400001,0.056,0.86089736,0,nan,3,1,21
242271675,1532703872599668,325151406,-1169560603,47917,13812,0.185,0.031802166,1.0300001,1.2190001,0.57,0.79999995,88,8,11.797001,7.9600005,8.707001,0.39600003,0.8301789,0,nan,3,1,21
242475730,1532703872799668,325151558,-1169560413,47898,13794,0.21300001,0.03425348,1.0320001,1.217,0.57,0.79999995,88,8,12.448001,8.55,9.047001,0.042000003,0.81362253,0,nan,3,1,21
242676733,1532703872999669,325151714,-1169560217,47824,13720,0.29900002,0.036910743,1.0380001,1.2240001,0.57,0.79999995,88,8,12.969001,8.909,9.424001,0.28500003,0.8134691,0,nan,3,1,21
242869669,1532703873199668,325151880,-1169560010,47694,13590,0.19900002,0.023229284,1.036,1.2190001,0.57,0.79999995,88,8,13.508,9.471001,9.6310005,0.78000003,0.79377186,0,nan,3,1,21
243068755,1532703873399668,325152057,-1169559801,47560,13456,0.22100002,0.027563633,1.036,1.22,0.57,0.79999995,88,8,13.989,9.936001,9.848001,0.72,0.7809322,0,nan,3,1,21
243273674,1532703873599668,325152246,-1169559591,47487,13383,0.20500001,0.0275769,1.0370001,1.217,0.57,0.79999995,88,9,14.523001,10.673,9.849001,0.69100004,0.7452641,0,nan,3,1,21
243472674,1532703873799668,325152445,-1169559382,47354,13250,0.25300002,0.026840195,1.0400001,1.2160001,0.57,0.79999995,88,9,14.946001,11.311001,9.769,0.64500004,0.7123933,0,nan,3,1,21
243681692,1532703873999669,325152655,-1169559174,47212,13108,0.19100001,0.022636222,1.039,1.21,0.57,0.79999995,88,9,15.315001,11.754001,9.819,0.697,0.6959685,0,nan,3,1,21
243874769,1532703874199668,325152873,-1169558965,47014,12910,0.2,0.024563238,1.0380001,1.205,0.57,0.79999995,88,9,15.711,12.217001,9.879001,0.94600004,0.6799813,0,nan,3,1,21
244074701,1532703874399668,325153101,-1169558757,46823,12719,0.171,0.015883543,1.028,1.1880001,0.57,0.79999995,88,9,15.750001,12.727,9.277,1.075,0.62987465,0,nan,3,1,21
244277674,1532703874599668,325153342,-1169558559,46626,12522,0.149,0.013937151,1.0150001,1.1700001,0.57,0.79999995,88,8,15.995001,13.2560005,8.950001,1.1400001,0.5938695,0,nan,3,1,21
244473736,1532703874799668,325153592,-1169558373,46382,12278,0.165,0.0150431665,1.006,1.156,0.57,0.79999995,88,8,16.165,13.762001,8.4800005,1.2090001,0.5522195,0,nan,3,1,21
244679723,1532703874999669,325153849,-1169558202,46143,12039,0.16600001,0.012903218,0.99200004,1.144,0.57,0.79999995,88,8,16.072,14.101001,7.7110004,1.154,0.500426,0,nan,3,1,21
244871675,1532703875199668,325154109,-1169558048,45982,11878,0.28,0.021520955,0.99100006,1.1450001,0.57,0.79999995,88,8,15.936001,14.484001,6.6470003,0.59800005,0.43025696,0,nan,3,1,21
245070115,1532703875399668,325154373,-1169557927,45965,11862,0.36400002,0.016888851,0.989,1.143,0.57,0.79999995,88,8,15.472001,14.712001,4.789,-0.31100002,0.3146942,0,nan,3,1,21
245270096,1532703875599668,325154642,-1169557846,46182,12078,0.31800002,0.019517668,0.99000007,1.144,0.57,0.79999995,88,12,15.081,14.790001,2.947,-1.1880001,0.19667974,0,nan,3,1,21
245470146,1532703875799668,325154904,-1169557800,46429,12325,0.30100003,0.01600048,0.984,1.141,0.57,0.79999995,88,12,14.154,14.092001,1.319,-1.4970001,0.09331385,0,nan,3,1,21
245672758,1532703875999669,325155157,-1169557783,46728,12625,0.25500003,0.016274322,0.975,1.1370001,0.57,0.79999995,88,12,13.827001,13.827001,0.112,-1.531,0.008082271,0,nan,3,1,21
245866781,1532703876199668,325155404,-1169557793,47032,12929,0.25500003,0.017053612,0.96700007,1.1340001,0.57,0.79999995,88,12,13.183001,13.139001,-1.0810001,-1.427,6.2010984,0,nan,3,1,21
246066784,1532703876399668,325155635,-1169557829,47269,13166,0.25,0.0179919,0.96000004,1.1290001,0.57,0.79999995,88,12,12.467001,12.269001,-2.2150002,-1.4280001,6.10454,0,nan,3,1,21
246263672,1532703876599668,325155853,-1169557889,47512,13408,0.335,0.025933672,0.95800006,1.1320001,0.57,0.79999995,88,18,12.114,11.710001,-3.1000001,-1.7530001,6.0243716,0,nan,3,1,21
246468739,1532703876799668,325156053,-1169557966,47860,13756,0.43,0.036759425,0.96400005,1.1420001,0.57,0.79999995,88,18,11.370001,10.601001,-4.111,-2.003,5.91324,0,nan,3,1,21
246669690,1532703876999669,325156226,-1169558063,48285,14182,0.483,0.047419023,0.97400004,1.1550001,0.57,0.79999995,88,18,10.152,8.874001,-4.933,-2.2910001,5.775841,0,nan,3,1,21
246867726,1532703877199668,325156372,-1169558175,48774,14671,0.55300003,0.055727486,0.98800004,1.171,0.57,0.79999995,88,18,9.316,7.4620004,-5.577,-2.7,5.6413794,0,nan,3,1,21
247068690,1532703877399668,325156488,-1169558299,49329,15225,0.582,0.06398813,1.0040001,1.1880001,0.57,0.79999995,88,18,8.292001,5.734,-5.9890003,-2.7800002,5.476044,0,nan,3,1,21
247277727,1532703877599668,325156575,-1169558428,49889,15785,0.43400002,0.063292615,1.018,1.2040001,0.57,0.79999995,88,10,7.3180003,4.032,-6.1070004,-2.936,5.3804765,0,nan,3,1,21
247473729,1532703877799668,325156629,-1169558558,50506,16402,0.44000003,0.073935635,1.029,1.22,0.57,0.79999995,88,10,6.4880004,2.2450001,-6.0870004,-3.0270002,5.24011,0,nan,3,1,21
247670720,1532703877999669,325156660,-1169558690,50985,16882,0.521,0.07882831,1.042,1.238,0.57,0.79999995,88,10,6.333,1.2980001,-6.1980004,-2.3990002,5.084459,0,nan,3,1,21
247871934,1532703878199668,325156675,-1169558822,51370,17266,0.522,0.077808864,1.056,1.2570001,0.57,0.79999995,88,10,6.267,0.69600004,-6.228,-1.5180001,4.9487357,0,nan,3,1,21
248069728,1532703878399668,325156682,-1169558955,51545,17442,0.46600002,0.07447459,1.069,1.274,0.57,0.79999995,88,10,6.295,0.27,-6.2890005,-0.70900005,4.845098,0,nan,3,1,21
248265690,1532703878599668,325156683,-1169559094,51554,17451,0.48400003,0.06707073,1.0810001,1.2900001,0.57,0.79999995,88,12,6.7180004,-0.072000004,-6.7180004,0.178,4.763596,0,nan,3,1,21
248472017,1532703878799668,325156676,-1169559239,51394,17291,0.42900002,0.06851883,1.0910001,1.3050001,0.57,0.79999995,88,12,6.8680005,-0.573,-6.8440003,0.87000006,4.6949167,0,nan,3,1,21
248672775,1532703878999669,325156660,-1169559387,51172,17069,0.407,0.062037725,1.1,1.3180001,0.57,0.79999995,88,12,7.149,-0.9760001,-7.0820003,1.366,4.6268926,0,nan,3,1,21
248872728,1532703879199667,325156634,-1169559540,50917,16814,0.40600002,0.05906089,1.108,1.3330001,0.57,0.79999995,88,12,7.6260004,-1.792,-7.412,1.802,4.543302,0,nan,3,1,21
249072733,1532703879399667,325156598,-1169559699,50436,16333,0.397,0.057176284,1.115,1.3470001,0.57,0.79999995,88,12,7.6770005,-2.1090002,-7.3820004,2.127,4.4837437,0,nan,3,1,21
249272845,1532703879599667,325156553,-1169559861,49984,15881,0.418,0.05476965,1.123,1.3620001,0.57,0.79999995,88,6,8.316,-2.7730002,-7.839,2.381,4.372347,0,nan,3,1,21
249471742,1532703879799667,325156498,-1169560029,49431,15327,0.41500002,0.053329404,1.131,1.376,0.57,0.79999995,88,6,8.441,-3.2700002,-7.7820005,2.7600002,4.314612,0,nan,3,1,21
249673708,1532703879999668,325156432,-1169560199,48845,14741,0.446,0.054902297,1.139,1.3920001,0.57,0.79999995,88,6,8.999001,-3.9540002,-8.084001,2.684,4.2574797,0,nan,3,1,21
249867699,1532703880199667,325156353,-1169560378,48198,14095,0.41000003,0.047481332,1.148,1.406,0.57,0.79999995,88,6,9.717,-4.677,-8.517,2.5010002,4.2101536,0,nan,3,1,21
250070043,1532703880399667,325156263,-1169560559,47615,13511,0.48800004,0.056258243,1.1580001,1.4260001,0.57,0.79999995,88,6,9.907001,-5.281,-8.382,2.513,4.1502314,0,nan,3,1,21
250271691,1532703880599667,325156162,-1169560741,47129,13026,0.48700002,0.053447388,1.171,1.4460001,0.57,0.79999995,88,5,10.452001,-5.7630005,-8.719001,2.413,4.1283875,0,nan,3,1,21
250468731,1532703880799667,325156051,-1169560925,46677,12573,0.48900002,0.052884173,1.1850001,1.4660001,0.57,0.79999995,88,5,10.687,-6.4280005,-8.538,2.19,4.067094,0,nan,3,1,21
250670180,1532703880999668,325155929,-1169561107,46267,12164,0.47900003,0.051855475,1.1980001,1.4860001,0.57,0.79999995,88,5,11.018001,-6.919,-8.574,2.1090002,4.033422,0,nan,3,1,21
250865733,1532703881199667,325155795,-1169561285,45835,11731,0.41700003,0.048290815,1.21,1.503,0.57,0.79999995,88,5,11.249001,-7.7650003,-8.14,1.7270001,3.9505537,0,nan,3,1,21
251072671,1532703881399667,325155647,-1169561453,45573,11469,0.363,0.037446037,1.218,1.5130001,0.57,0.79999995,88,5,11.482,-8.472,-7.7500005,1.5320001,3.8825269,0,nan,3,1,21
251272672,1532703881599667,325155488,-1169561613,45237,11133,0.35900003,0.03642851,1.222,1.5200001,0.57,0.79999995,88,7,11.679001,-9.088,-7.3350005,1.3950001,3.820689,0,nan,3,1,21
251473707,1532703881799667,325155319,-1169561766,44895,10791,0.344,0.036005966,1.225,1.5250001,0.57,0.79999995,88,7,11.818001,-9.535001,-6.9820004,1.5660001,3.773661,0,nan,3,1,21
251673673,1532703881999668,325155139,-1169561910,44576,10473,0.39100003,0.039644804,1.2310001,1.5350001,0.57,0.79999995,88,7,12.189,-10.22,-6.642,1.6990001,3.7178967,0,nan,3,1,21
251869690,1532703882199667,325154950,-1169562048,44239,10135,0.36800003,0.038037006,1.2370001,1.544,0.57,0.79999995,88,7,12.4210005,-10.632001,-6.4230003,1.761,3.6850674,0,nan,3,1,21
252070698,1532703882399667,325154755,-1169562182,43914,9810,0.349,0.03464042,1.2420001,1.5510001,0.57,0.79999995,88,7,12.643001,-10.983001,-6.261,1.7490001,3.6597228,0,nan,3,1,21
252269672,1532703882599667,325154549,-1169562312,43534,9430,0.35900003,0.033408742,1.2470001,1.5580001,0.57,0.79999995,88,9,13.124001,-11.72,-5.906,1.6700001,3.608399,0,nan,3,1,21
252473688,1532703882799667,325154333,-1169562432,43214,9110,0.347,0.033618703,1.251,1.5630001,0.57,0.79999995,88,9,13.250001,-12.042001,-5.5270004,1.544,3.5719292,0,nan,3,1,21
252682705,1532703882999668,325154111,-1169562538,42859,8755,0.21700001,0.018217571,1.2370001,1.536,0.57,0.79999995,88,9,13.363001,-12.450001,-4.855,1.4660001,3.5134163,0,nan,3,1,21
252872734,1532703883199667,325153876,-1169562629,42731,8627,0.223,0.01760147,1.218,1.511,0.57,0.79999995,88,9,13.606001,-13.026001,-3.933,0.49400002,3.434807,0,nan,3,1,21
253071679,1532703883399667,325153633,-1169562700,42700,8596,0.18900001,0.015645305,1.197,1.4790001,0.57,0.79999995,88,9,13.820001,-13.577001,-2.5790002,-0.17400001,3.3292775,0,nan,3,1,21
253273741,1532703883599667,325153382,-1169562735,42804,8700,0.17400001,0.016509417,1.1750001,1.452,0.57,0.79999995,88,18,13.440001,-13.401001,-1.0300001,-0.605,3.2183275,0,nan,3,1,21
253463706,1532703883799667,325153125,-1169562739,42872,8768,0.162,0.0149974385,1.144,1.416,0.57,0.79999995,88,18,13.452001,-13.445001,0.42900002,-0.85700005,3.1097066,0,nan,3,1,21
253673672,1532703883999668,325152880,-1169562715,42976,8871,0.155,0.01505102,1.12,1.3870001,0.57,0.79999995,88,18,13.366,-13.226001,1.9330001,-1.1350001,2.9965012,0,nan,3,1,21
253870065,1532703884199667,325152641,-1169562664,43173,9069,0.17300001,0.015576015,1.103,1.368,0.57,0.79999995,88,18,13.450001,-13.069,3.176,-1.217,2.9032288,0,nan,3,1,21
254072674,1532703884399667,325152404,-1169562591,43331,9226,0.178,0.0150431665,1.087,1.35,0.57,0.79999995,88,18,12.960001,-12.257001,4.211,-1.0830001,2.8106816,0,nan,3,1,21
254267775,1532703884599667,325152190,-1169562494,43488,9384,0.18100001,0.014930593,1.0710001,1.3330001,0.57,0.79999995,88,31,13.3,-12.038,5.655,-1.0680001,2.7024138,0,nan,3,1,21
254470041,1532703884799667,325151982,-1169562359,43749,9644,0.17500001,0.013871527,1.051,1.3110001,0.57,0.79999995,88,31,13.234,-11.259001,6.9560003,-1.3750001,2.5881858,0,nan,3,1,21
