timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
156215866,0.23375909,-0.016588992,0.4160313
156239963,0.22481142,-0.013663395,0.3909952
156263904,0.22779398,-0.007812201,0.40664276
156286677,0.23375909,-0.013663395,0.4097723
156309640,0.22779398,-0.007812201,0.4097723
156332533,0.22182886,-0.010737799,0.40038374
156353638,0.23077653,-0.010737799,0.40351325
156375842,0.22481142,-0.0048866044,0.39412472
156399842,0.23077653,-0.007812201,0.40351325
156421688,0.22481142,-0.0048866044,0.40038374
156444690,0.22779398,-0.0019610072,0.40038374
156465682,0.22779398,-0.010737799,0.39725423
156488696,0.22779398,-0.0048866044,0.40664276
156511933,0.23077653,-0.0048866044,0.4129018
156535928,0.22779398,-0.013663395,0.3909952
156559943,0.22481142,-0.0048866044,0.40038374
156583834,0.23077653,-0.007812201,0.40664276
156606674,0.22481142,-0.013663395,0.3909952
156629725,0.23674165,-0.0048866044,0.40664276
156652641,0.23375909,-0.007812201,0.40351325
156674671,0.23077653,-0.0019610072,0.40038374
156697694,0.22779398,-0.007812201,0.40038374
156720639,0.22481142,-0.007812201,0.40038374
156743906,0.22481142,-0.010737799,0.40038374
156766675,0.22779398,-0.007812201,0.39412472
156789186,0.23375909,-0.013663395,0.40351325
156811639,0.23375909,-0.016588992,0.39725423
156834720,0.23375909,-0.013663395,0.40351325
156855714,0.23375909,-0.0048866044,0.40351325
156878688,0.23375909,-0.016588992,0.39412472
156901244,0.2397242,-0.010737799,0.39725423
156923646,0.2397242,-0.010737799,0.40038374
156946679,0.23375909,-0.013663395,0.40351325
156968807,0.22481142,-0.010737799,0.40038374
156990639,0.23674165,-0.016588992,0.40664276
157011646,0.23375909,-0.016588992,0.3878657
157034738,0.23077653,-0.013663395,0.3878657
157057686,0.23674165,-0.016588992,0.3909952
157079684,0.2397242,-0.019514589,0.3878657
157102724,0.24270676,-0.010737799,0.39725423
157123691,0.23375909,-0.016588992,0.39725423
157146638,0.24867187,-0.016588992,0.39412472
157168642,0.24568932,-0.007812201,0.39412472
157190717,0.25165442,-0.016588992,0.38160667
157211650,0.26358467,-0.013663395,0.3753476
157234686,0.25761953,-0.013663395,0.37221813
157256726,0.2755149,-0.019514589,0.37221813
157278707,0.27849743,-0.010737799,0.37847716
157299651,0.29042765,-0.013663395,0.35970008
157322719,0.29937533,-0.016588992,0.35657057
157344683,0.2963928,-0.016588992,0.34092298
157366726,0.31130555,-0.019514589,0.34092298
157389648,0.31727067,-0.022440186,0.32840493
157411678,0.32323578,-0.007812201,0.32840493
157434672,0.32621837,-0.007812201,0.32840493
157456726,0.3292009,-0.016588992,0.31275737
157478728,0.33814856,-0.013663395,0.31588688
157499676,0.3292009,-0.007812201,0.30336884
157522724,0.3441137,-0.007812201,0.30962786
157544647,0.3441137,0.0009645897,0.31275737
157566676,0.3441137,-0.0048866044,0.29085076
157587646,0.3441137,0.0009645897,0.2939803
157608647,0.35306135,0.0009645897,0.2971098
157630683,0.35306135,-0.0019610072,0.28146222
157652647,0.35902646,0.0009645897,0.29085076
157675697,0.36200902,-0.0019610072,0.28459176
157697638,0.35604393,-0.0019610072,0.27207372
157719647,0.35902646,-0.007812201,0.28146222
157742322,0.36200902,-0.0048866044,0.28146222
157764695,0.3649916,-0.007812201,0.28146222
157787641,0.3649916,-0.010737799,0.27833274
157809650,0.3709567,-0.022440186,0.26268518
157832639,0.3769218,-0.022440186,0.2658147
157854069,0.36797413,-0.022440186,0.25955567
157876646,0.3709567,-0.025365783,0.2658147
157899640,0.36797413,-0.02829138,0.25642613
157921646,0.37393928,-0.037068173,0.25642613
157943691,0.37990436,-0.031216977,0.23764907
157964678,0.38288692,-0.034142572,0.23451954
157987647,0.3858695,-0.034142572,0.23451954
158009646,0.3858695,-0.039993767,0.23764907
158033646,0.3858695,-0.037068173,0.23139003
158054639,0.38288692,-0.039993767,0.2220015
158076647,0.3858695,-0.042919364,0.225131
158099649,0.3918346,-0.042919364,0.22826052
158121646,0.38885203,-0.039993767,0.21887198
158142646,0.3977997,-0.039993767,0.21261296
158162640,0.3977997,-0.039993767,0.20322442
158184646,0.40078226,-0.039993767,0.20322442
158206723,0.40078226,-0.039993767,0.19383587
158227677,0.40078226,-0.042919364,0.1969654
158248641,0.4037648,-0.042919364,0.1969654
158270733,0.4037648,-0.04584496,0.1969654
158293986,0.40078226,-0.04584496,0.20009491
158316477,0.40078226,-0.048770558,0.20635393
158339680,0.39481717,-0.05169616,0.20948344
158361533,0.39481717,-0.048770558,0.21574245
158383527,0.39481717,-0.05169616,0.21574245
158405517,0.3977997,-0.05169616,0.20948344
158427161,0.3977997,-0.05754735,0.20322442
158448532,0.40078226,-0.05754735,0.20635393
158471649,0.4037648,-0.05754735,0.20009491
158493640,0.40078226,-0.05754735,0.19070637
158515889,0.4037648,-0.05754735,0.19070637
