timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
197502635,0.35604393,-0.18919921,0.225131
197524769,0.35902646,-0.18627362,0.225131
197548789,0.35902646,-0.18919921,0.21887198
197570769,0.36200902,-0.18627362,0.225131
197594100,0.35902646,-0.18627362,0.21887198
197615528,0.35902646,-0.18334803,0.22826052
197638669,0.36200902,-0.18334803,0.22826052
197660807,0.3649916,-0.18334803,0.2220015
197683642,0.36200902,-0.18042243,0.21574245
197706726,0.3649916,-0.18042243,0.21887198
197727646,0.36797413,-0.17749682,0.21574245
197750764,0.3709567,-0.17749682,0.21261296
197771679,0.3709567,-0.18042243,0.21261296
197793645,0.36797413,-0.17749682,0.21574245
197815644,0.3709567,-0.18042243,0.20948344
197837659,0.36797413,-0.17749682,0.21261296
197859648,0.3709567,-0.18042243,0.20635393
197881127,0.36797413,-0.17749682,0.20635393
197903663,0.3709567,-0.17164563,0.21574245
197926674,0.3709567,-0.16872004,0.21261296
197948665,0.3709567,-0.16286883,0.2220015
197970679,0.37393928,-0.15994325,0.225131
197991690,0.3709567,-0.15701765,0.2220015
198012649,0.3709567,-0.14824086,0.23451954
198033980,0.37393928,-0.14531526,0.23764907
198056483,0.37393928,-0.13946407,0.23451954
198078693,0.37393928,-0.13361287,0.23764907
198101536,0.3709567,-0.13068728,0.24077857
198123523,0.37393928,-0.12483609,0.24077857
198145964,0.3709567,-0.11605929,0.24077857
198168487,0.3769218,-0.1102081,0.23764907
198191648,0.3769218,-0.1014313,0.23451954
198213648,0.3769218,-0.095580116,0.23764907
198235696,0.3769218,-0.08680332,0.24077857
198256637,0.37990436,-0.08095213,0.24390809
198279648,0.37990436,-0.07510093,0.24390809
198301648,0.38288692,-0.066324145,0.23764907
198324639,0.37990436,-0.054621752,0.23451954
198346672,0.37990436,-0.04584496,0.23451954
198368646,0.3769218,-0.039993767,0.23139003
198390719,0.37990436,-0.034142572,0.225131
198413646,0.38288692,-0.025365783,0.23451954
198437638,0.37990436,-0.022440186,0.22826052
198459639,0.38288692,-0.019514589,0.2220015
198482098,0.38885203,-0.013663395,0.21887198
198504639,0.38885203,-0.010737799,0.21574245
198527649,0.3918346,-0.0048866044,0.21261296
198549648,0.3918346,-0.0019610072,0.20322442
198572646,0.39481717,0.0009645897,0.20009491
198594638,0.3918346,0.0038901868,0.20322442
198616696,0.3918346,0.0068157837,0.20635393
198639639,0.39481717,0.012666977,0.20635393
198661638,0.39481717,0.015592574,0.20635393
198683690,0.38885203,0.02144377,0.20635393
198705946,0.3918346,0.02144377,0.1969654
198727641,0.3918346,0.024369365,0.19383587
198749638,0.3918346,0.024369365,0.20322442
198770670,0.3918346,0.027294962,0.20009491
198791649,0.3918346,0.027294962,0.20635393
198813690,0.3918346,0.027294962,0.1969654
198836639,0.38885203,0.03022056,0.1969654
198858669,0.3918346,0.03022056,0.19383587
198880687,0.38885203,0.03022056,0.20635393
198902678,0.38885203,0.03022056,0.20009491
198924638,0.3918346,0.033146154,0.20635393
198947017,0.39481717,0.03022056,0.20635393
198969638,0.3918346,0.033146154,0.20009491
198991646,0.38885203,0.03022056,0.20322442
199014679,0.3918346,0.033146154,0.20009491
199034835,0.3918346,0.03022056,0.20009491
199056648,0.38885203,0.033146154,0.20009491
199077650,0.38885203,0.03022056,0.20322442
199101639,0.3918346,0.03022056,0.20635393
199123648,0.38885203,0.03022056,0.20635393
199144647,0.38885203,0.027294962,0.20009491
199165648,0.3918346,0.027294962,0.20322442
199186774,0.38885203,0.024369365,0.20635393
199208691,0.3918346,0.02144377,0.20635393
199229640,0.3918346,0.024369365,0.20322442
199251642,0.3918346,0.02144377,0.20322442
199273690,0.3918346,0.02144377,0.20635393
199294676,0.3918346,0.02144377,0.20635393
199318700,0.38885203,0.02144377,0.20948344
199343526,0.38288692,0.024369365,0.21574245
199366547,0.38288692,0.027294962,0.225131
199387596,0.37990436,0.027294962,0.2220015
199408528,0.3769218,0.03022056,0.23451954
199431531,0.3769218,0.033146154,0.225131
199454545,0.3709567,0.036071755,0.24077857
199476489,0.3709567,0.041922946,0.24077857
199498848,0.36797413,0.04777414,0.24077857
199521496,0.3649916,0.053625334,0.24077857
199544642,0.35902646,0.059476532,0.23764907
199566753,0.35902646,0.06532773,0.24390809
199590714,0.35902646,0.07117891,0.24390809
199613646,0.3500788,0.07410451,0.2501671
199635639,0.34709623,0.08288131,0.24390809
199657639,0.3500788,0.0858069,0.24703759
199680646,0.34113112,0.088732496,0.2501671
199702670,0.34113112,0.0945837,0.2501671
199725648,0.33516604,0.100434884,0.2501671
199747690,0.3292009,0.10628608,0.25955567
199769640,0.32621837,0.10921168,0.2658147
199792738,0.32025322,0.11213728,0.2658147
199813679,0.31727067,0.11506287,0.27207372
199835676,0.31130555,0.120914064,0.27833274
199857698,0.30235788,0.12383967,0.27520323
199880647,0.29937533,0.13261646,0.28772128
199903076,0.2963928,0.13261646,0.29085076
199927699,0.28446257,0.13846765,0.30023932
199948639,0.28147998,0.14431885,0.30336884
199969695,0.2755149,0.14431885,0.30649835
199991071,0.2725323,0.15017003,0.30336884
200015084,0.26358467,0.15017003,0.30962786
200039641,0.25761953,0.15309563,0.31275737
200063703,0.25165442,0.15309563,0.31275737
200087733,0.24568932,0.15602122,0.31275737
200111696,0.2397242,0.15602122,0.3221459
200135047,0.23077653,0.15894683,0.3221459
200159082,0.22779398,0.16187242,0.33153445
200183035,0.21586375,0.15894683,0.33153445
200207167,0.20989864,0.15894683,0.3377935
200229651,0.19796841,0.15894683,0.3440525
200251646,0.19498585,0.15602122,0.34718204
200273647,0.18603818,0.15309563,0.35344103
200295074,0.18007307,0.15309563,0.3628296
200319655,0.17410795,0.15017003,0.3628296
200339680,0.16516028,0.15017003,0.35970008
200361639,0.16516028,0.14724444,0.3753476
200383099,0.15919517,0.14431885,0.37221813
200407128,0.14726494,0.13846765,0.37847716
200431088,0.14129983,0.13846765,0.38473618
200455134,0.13533473,0.13261646,0.38473618
200479664,0.1293696,0.12969086,0.39412472
200503639,0.12340449,0.12676525,0.39725423
200527644,0.117439374,0.12383967,0.39725423
200551045,0.114456825,0.11798847,0.40038374
200575044,0.108491704,0.11213728,0.40664276
200599130,0.10252659,0.10628608,0.40038374
200623089,0.096561484,0.100434884,0.4129018
200647138,0.087613806,0.09165809,0.4160313
200671069,0.08463126,0.088732496,0.4097723
200692648,0.0816487,0.0858069,0.4097723
200713704,0.078666136,0.07703011,0.4160313
200737702,0.06971847,0.07410451,0.4160313
200760691,0.066735916,0.06825332,0.42229035
200783079,0.066735916,0.06240212,0.42229035
200807173,0.0607708,0.059476532,0.4160313
200831701,0.05778824,0.05655093,0.42229035
200852638,0.054805685,0.053625334,0.42229035
200874642,0.051823128,0.04777414,0.42229035
200897639,0.045858014,0.041922946,0.42541984
200920690,0.042875458,0.036071755,0.4348084
200944699,0.036910344,0.03022056,0.42854935
200968699,0.033927787,0.024369365,0.42541984
200990722,0.03094523,0.018518172,0.4316789
201013696,0.021997562,0.009741381,0.44106743
201036324,0.019015005,0.0009645897,0.4348084
201058639,0.019015005,-0.0048866044,0.4379379
201081641,0.019015005,-0.016588992,0.44419694
201103838,0.01304989,-0.025365783,0.45045593
201125648,0.007084777,-0.031216977,0.45358548
201146712,0.010067334,-0.039993767,0.44732645
201169699,0.010067334,-0.04584496,0.44732645
201192688,0.007084777,-0.054621752,0.44419694
201216689,0.010067334,-0.06339855,0.44732645
201239937,0.007084777,-0.07217533,0.45045593
201263888,0.0041022203,-0.078026526,0.44732645
201287849,0.007084777,-0.08680332,0.45045593
201311847,0.0041022203,-0.09265451,0.44419694
201334738,0.0011196638,-0.098505706,0.45358548
201357647,0.0041022203,-0.1072825,0.45045593
201380296,0.0011196638,-0.11313369,0.44419694
201401639,0.0041022203,-0.118984886,0.44106743
201423880,0.0011196638,-0.12776168,0.4379379
201447911,0.0041022203,-0.13361287,0.44419694
201471997,0.0011196638,-0.14238966,0.44419694
201495896,0.0041022203,-0.14824086,0.4316789
201519906,0.0041022203,-0.15409206,0.4316789
201543907,0.0041022203,-0.15994325,0.4316789
201565648,0.007084777,-0.16579443,0.4316789
201589236,0.007084777,-0.17164563,0.4348084
201613145,0.010067334,-0.17749682,0.42854935
201637359,0.010067334,-0.18042243,0.42229035
201661278,0.010067334,-0.18919921,0.42854935
201685241,0.01304989,-0.1921248,0.4316789
201709330,0.016032446,-0.19797601,0.42229035
201733357,0.019015005,-0.20675279,0.41916084
201757314,0.019015005,-0.2096784,0.42229035
201781302,0.024980117,-0.21552959,0.42229035
201805142,0.027962673,-0.22138077,0.4160313
201828639,0.027962673,-0.22723198,0.40664276
201850681,0.033927787,-0.23015757,0.4097723
201871648,0.036910344,-0.23308317,0.40038374
201895688,0.0398929,-0.24185996,0.40038374
201918670,0.045858014,-0.24478556,0.40038374
201940655,0.04884057,-0.24771115,0.40038374
201962671,0.04884057,-0.25356233,0.3909952
201983651,0.051823128,-0.25356233,0.3878657
202006717,0.05778824,-0.25941354,0.3878657
202028647,0.0607708,-0.26233912,0.38473618
202049638,0.06375336,-0.26526475,0.38160667
202069639,0.066735916,-0.26819032,0.37847716
202092725,0.06971847,-0.27404153,0.3753476
202113971,0.07270102,-0.27404153,0.37221813
202137243,0.078666136,-0.27696714,0.37221813
202159533,0.087613806,-0.28281832,0.3753476
202182647,0.09059636,-0.28574392,0.36595908
202204691,0.09357892,-0.2886695,0.35970008
202226730,0.09954404,-0.2915951,0.35657057
202247655,0.10550915,-0.2945207,0.35970008
202271681,0.108491704,-0.2974463,0.35344103
202294676,0.114456825,-0.3003719,0.35344103
202316652,0.12340449,-0.3003719,0.34718204
202338681,0.13235216,-0.3032975,0.34092298
202361141,0.13831727,-0.3062231,0.34092298
202383684,0.14129983,-0.3062231,0.34092298
202406717,0.1502475,-0.3062231,0.33153445
202428643,0.15621261,-0.3091487,0.32527545
202450672,0.16217773,-0.31207427,0.3221459
202473163,0.16516028,-0.31207427,0.3190164
202495681,0.17410795,-0.31207427,0.30962786
202518726,0.18007307,-0.31207427,0.30962786
202539639,0.18603818,-0.3091487,0.30962786
202562679,0.19796841,-0.31207427,0.30336884
202585128,0.20095097,-0.3091487,0.30023932
202607677,0.20989864,-0.3091487,0.28772128
202630714,0.2188463,-0.3062231,0.28459176
202652644,0.22779398,-0.3032975,0.28459176
202674709,0.23674165,-0.3032975,0.28146222
202695729,0.24270676,-0.3003719,0.27833274
202718662,0.25165442,-0.2945207,0.27207372
202741639,0.25761953,-0.2915951,0.2658147
202763649,0.26656723,-0.2886695,0.25955567
202786787,0.2725323,-0.28574392,0.25955567
202809686,0.28147998,-0.28281832,0.25642613
202831679,0.2874451,-0.27404153,0.25329664
202853639,0.2934102,-0.27111593,0.25329664
202875649,0.30235788,-0.26526475,0.24703759
202897691,0.308323,-0.25941354,0.2501671
202920687,0.32025322,-0.25648797,0.23764907
202942678,0.32323578,-0.24771115,0.23451954
202963639,0.33218345,-0.24185996,0.22826052
202983654,0.33516604,-0.23600876,0.23139003
203005639,0.34113112,-0.22723198,0.225131
203027663,0.34709623,-0.22138077,0.22826052
203048640,0.3500788,-0.212604,0.21887198
203070752,0.35604393,-0.20675279,0.21261296
203093639,0.36200902,-0.19797601,0.21261296
203115639,0.3649916,-0.18919921,0.20948344
203136638,0.36797413,-0.18334803,0.20635393
203158538,0.37393928,-0.17457123,0.20635393
203180489,0.3769218,-0.15994325,0.21261296
203202889,0.37990436,-0.15116645,0.21261296
203225479,0.38288692,-0.13946407,0.21261296
203248649,0.3858695,-0.13068728,0.20948344
203270547,0.38885203,-0.12191048,0.21574245
203292488,0.3918346,-0.11313369,0.20948344
203314844,0.3918346,-0.1043569,0.20948344
203337489,0.39481717,-0.09265451,0.21574245
203360645,0.39481717,-0.078026526,0.20322442
203382724,0.3977997,-0.06924974,0.20635393
203404639,0.3977997,-0.05754735,0.20009491
203426977,0.3977997,-0.04584496,0.20322442
203448654,0.3977997,-0.034142572,0.20635393
203470612,0.39481717,-0.025365783,0.20948344
203492526,0.39481717,-0.016588992,0.20948344
203514554,0.3918346,-0.007812201,0.20322442
203536494,0.3918346,0.0038901868,0.20635393
203559919,0.38885203,0.015592574,0.20948344
203583912,0.3858695,0.027294962,0.21261296
203608542,0.38288692,0.038997352,0.21261296
203632576,0.37990436,0.04777414,0.2220015
203655931,0.37393928,0.059476532,0.21574245
203679910,0.3709567,0.06825332,0.22826052
203703928,0.36200902,0.07995571,0.22826052
203727980,0.35902646,0.0858069,0.23451954
203751148,0.3500788,0.0945837,0.24077857
203773480,0.34709623,0.10336048,0.23764907
203796649,0.34113112,0.10921168,0.24703759
203820477,0.33516604,0.11798847,0.2501671
203842518,0.32621837,0.12383967,0.26268518
203865648,0.31727067,0.13261646,0.26268518
203888492,0.31130555,0.14139324,0.27207372
203912488,0.29937533,0.14724444,0.28459176
203935943,0.29042765,0.15017003,0.28146222
203958520,0.28446257,0.15309563,0.28772128
203980513,0.2725323,0.15602122,0.2939803
204002517,0.26656723,0.16187242,0.30023932
204025648,0.25761953,0.16479802,0.30336884
204047990,0.24867187,0.16479802,0.30962786
204071083,0.2397242,0.16772363,0.30962786
204095638,0.23077653,0.17064922,0.31588688
204119158,0.2188463,0.17064922,0.32840493
204141647,0.20989864,0.16772363,0.33153445
204163637,0.19796841,0.17064922,0.3377935
204185638,0.18902074,0.16772363,0.34092298
204207989,0.18007307,0.16772363,0.34718204
204231041,0.16814284,0.16479802,0.35344103
204253492,0.16217773,0.16187242,0.35970008
204276378,0.15323006,0.15894683,0.37221813
204298509,0.14129983,0.15309563,0.36595908
204320007,0.13533473,0.15017003,0.3753476
204344551,0.12638704,0.14724444,0.3878657
204367649,0.117439374,0.14139324,0.3878657
204391093,0.10252659,0.13846765,0.3909952
204415134,0.096561484,0.13261646,0.40351325
204439171,0.08463126,0.12383967,0.40351325
204461646,0.078666136,0.120914064,0.40664276
204482692,0.06971847,0.11213728,0.4097723
204505638,0.06375336,0.10628608,0.4160313
204527854,0.054805685,0.0945837,0.41916084
204549700,0.04884057,0.088732496,0.4129018
204570638,0.042875458,0.07995571,0.4160313
204593650,0.033927787,0.06825332,0.42229035
204615929,0.027962673,0.059476532,0.42854935
204639829,0.021997562,0.05069974,0.42854935
204663893,0.01304989,0.038997352,0.42854935
204688689,0.007084777,0.027294962,0.4379379
204711931,-0.001862893,0.018518172,0.4316789
204735936,-0.0048454497,0.0068157837,0.44106743
204757639,-0.0078280065,-0.0048866044,0.4379379
204778671,-0.010810563,-0.016588992,0.44732645
204802682,-0.016775677,-0.031216977,0.45045593
204826682,-0.016775677,-0.042919364,0.44732645
204850723,-0.019758234,-0.05754735,0.44419694
204871955,-0.02274079,-0.066324145,0.44106743
204895887,-0.02274079,-0.078026526,0.45358548
204918718,-0.02274079,-0.089728914,0.45045593
204941638,-0.02274079,-0.1014313,0.44732645
204964308,-0.02274079,-0.11313369,0.44106743
204985639,-0.016775677,-0.12483609,0.44106743
205008692,-0.016775677,-0.13653846,0.4348084
205031851,-0.016775677,-0.14824086,0.4379379
205055945,-0.010810563,-0.15994325,0.4348084
205079954,-0.0078280065,-0.16872004,0.4348084
205103922,-0.0048454497,-0.18042243,0.4348084
205127930,0.0041022203,-0.18627362,0.42854935
205151928,0.007084777,-0.2009016,0.42229035
205173649,0.01304989,-0.2096784,0.4160313
205194670,0.019015005,-0.21845518,0.4097723
205218680,0.024980117,-0.23015757,0.40664276
205242671,0.033927787,-0.24185996,0.40038374
205266701,0.042875458,-0.24771115,0.3909952
205289692,0.051823128,-0.25648797,0.39725423
205312649,0.054805685,-0.26233912,0.3878657
205335828,0.066735916,-0.27111593,0.37847716
205357649,0.07568358,-0.27696714,0.37221813
205380360,0.0816487,-0.28281832,0.36595908
205402679,0.087613806,-0.2886695,0.36908862
205425645,0.096561484,-0.2945207,0.35657057
205448692,0.108491704,-0.2974463,0.35031155
205470678,0.117439374,-0.3003719,0.34092298
205493353,0.12638704,-0.3032975,0.34718204
205515639,0.13533473,-0.3062231,0.34092298
205538676,0.14428239,-0.3091487,0.334664
205560782,0.15621261,-0.31207427,0.32527545
205584646,0.16516028,-0.31207427,0.3190164
205605640,0.17709051,-0.31207427,0.30962786
205625646,0.18305562,-0.31207427,0.30649835
205648643,0.1920033,-0.31207427,0.30336884
205669645,0.20095097,-0.31207427,0.2971098
205689647,0.2128812,-0.3091487,0.29085076
205711136,0.22481142,-0.3062231,0.28772128
205734520,0.23375909,-0.3062231,0.27833274
205757363,0.24270676,-0.3003719,0.27520323
205779488,0.25165442,-0.3003719,0.26894417
205802644,0.2606021,-0.2945207,0.2658147
205824644,0.26954976,-0.2886695,0.2658147
205846767,0.27849743,-0.28574392,0.25955567
205870181,0.28446257,-0.2798927,0.25329664
205893351,0.2963928,-0.27111593,0.24390809
205915646,0.308323,-0.26233912,0.24077857
205938668,0.31428814,-0.25941354,0.24390809
205959646,0.32323578,-0.24771115,0.225131
205981679,0.33218345,-0.23893437,0.22826052
206003646,0.33814856,-0.23308317,0.2220015
206026720,0.34709623,-0.22430637,0.2220015
206047639,0.35306135,-0.21552959,0.21261296
206070724,0.36200902,-0.2038272,0.21261296
206091639,0.36797413,-0.1950504,0.20322442
206113639,0.37393928,-0.18334803,0.20009491
206135720,0.37990436,-0.17164563,0.20009491
206158724,0.38288692,-0.15701765,0.20322442
206181638,0.38885203,-0.14238966,0.20009491
206202676,0.3918346,-0.13361287,0.20009491
206224647,0.3977997,-0.12191048,0.19070637
206245638,0.3977997,-0.1102081,0.1969654
206266663,0.4037648,-0.098505706,0.19070637
206288700,0.4037648,-0.08680332,0.19070637
206309647,0.4037648,-0.07510093,0.18757685
206330676,0.40674737,-0.06339855,0.18131782
206352648,0.40972993,-0.04584496,0.1750588
206373903,0.40972993,-0.037068173,0.1750588
206395639,0.40972993,-0.022440186,0.18444735
206417645,0.40674737,-0.010737799,0.18131782
206438965,0.40972993,0.0009645897,0.18444735
206462091,0.40674737,0.015592574,0.1750588
206484648,0.4037648,0.027294962,0.17192928
206507647,0.40674737,0.038997352,0.1750588
206528639,0.40078226,0.04777414,0.16879977
206550679,0.3977997,0.059476532,0.17192928
206572638,0.3977997,0.06532773,0.1750588
206594737,0.39481717,0.07410451,0.1750588
206618528,0.39481717,0.07995571,0.17192928
206640529,0.39481717,0.0858069,0.1750588
206662902,0.3918346,0.09165809,0.1750588
206686094,0.38885203,0.100434884,0.17818831
206708481,0.38288692,0.10628608,0.17192928
206731648,0.38288692,0.10921168,0.1750588
206753645,0.3769218,0.11798847,0.17818831
206775695,0.3769218,0.120914064,0.18444735
206797982,0.3709567,0.12676525,0.18757685
206820638,0.36797413,0.13261646,0.19070637
206842733,0.36200902,0.13554205,0.19383587
206865647,0.35902646,0.14139324,0.19383587
206887687,0.35306135,0.14431885,0.21261296
206910056,0.3500788,0.15309563,0.21261296
206932649,0.3441137,0.15894683,0.2220015
206955639,0.34113112,0.16479802,0.21574245
206977638,0.33516604,0.16479802,0.22826052
206999640,0.33516604,0.17064922,0.225131
207020639,0.32621837,0.17357482,0.2220015
207042646,0.3292009,0.17357482,0.23139003
207065639,0.32323578,0.179426,0.2220015
207086639,0.31727067,0.1823516,0.23139003
207107639,0.31727067,0.1823516,0.23139003
207129642,0.31428814,0.1852772,0.22826052
207151639,0.31130555,0.19112839,0.22826052
207174114,0.30534047,0.19112839,0.23139003
207196647,0.30534047,0.194054,0.23139003
207218672,0.30534047,0.19990519,0.23139003
207240639,0.30235788,0.19990519,0.23139003
207262030,0.29937533,0.20283079,0.23139003
207284639,0.29937533,0.20575637,0.23451954
207307639,0.2963928,0.20868197,0.22826052
207329638,0.2963928,0.21160758,0.23139003
207351641,0.29042765,0.21453317,0.22826052
207373638,0.29042765,0.21745877,0.23139003
207395677,0.2874451,0.21745877,0.22826052
207419690,0.2874451,0.21745877,0.23451954
207439642,0.28446257,0.22038436,0.2220015
207461637,0.28446257,0.22330996,0.23139003
207483878,0.28446257,0.22330996,0.225131
207507130,0.28147998,0.22330996,0.23139003
207531687,0.28446257,0.22330996,0.225131
207555689,0.28147998,0.22623555,0.22826052
207579695,0.27849743,0.22916116,0.22826052
207603699,0.27849743,0.22623555,0.23139003
207623641,0.27849743,0.22916116,0.225131
207643929,0.27849743,0.22623555,0.23451954
207668537,0.28147998,0.22916116,0.22826052
207692578,0.27849743,0.22916116,0.23451954
207715922,0.27849743,0.22916116,0.23139003
207739929,0.27849743,0.22916116,0.23139003
207763922,0.27849743,0.22916116,0.23764907
207787207,0.27849743,0.22916116,0.23451954
207811098,0.27849743,0.22916116,0.23139003
207835119,0.27849743,0.22916116,0.23451954
207859083,0.28147998,0.22623555,0.23451954
207883107,0.28147998,0.22623555,0.23764907
207907119,0.27849743,0.22623555,0.23139003
207928700,0.27849743,0.22623555,0.23451954
207949646,0.27849743,0.22330996,0.22826052
207971639,0.27849743,0.22623555,0.22826052
207995650,0.27849743,0.22330996,0.23764907
208019686,0.28147998,0.22038436,0.23451954
208043651,0.28147998,0.22038436,0.24077857
208067680,0.28446257,0.21745877,0.23764907
208088641,0.28446257,0.21745877,0.23764907
208110640,0.28446257,0.21745877,0.23764907
208132952,0.28147998,0.21745877,0.23139003
208156313,0.28446257,0.21745877,0.24077857
208178646,0.28446257,0.21745877,0.23451954
208201688,0.28446257,0.21453317,0.23451954
208223908,0.2874451,0.21453317,0.23451954
208247940,0.2874451,0.21160758,0.23764907
208271905,0.29042765,0.21160758,0.24077857
208293648,0.29042765,0.21160758,0.24077857
208314639,0.29042765,0.21160758,0.23764907
208337640,0.29042765,0.20868197,0.23451954
208359979,0.29042765,0.20868197,0.23451954
208381641,0.29042765,0.20868197,0.23764907
208402669,0.2934102,0.20575637,0.23451954
208425640,0.2934102,0.20283079,0.23451954
208447849,0.2963928,0.20283079,0.23764907
208472699,0.2963928,0.20283079,0.23764907
208496697,0.2963928,0.19990519,0.24077857
208519842,0.29937533,0.19990519,0.23764907
208543879,0.2963928,0.19990519,0.23451954
208567826,0.2963928,0.1969796,0.23451954
208590713,0.29937533,0.1969796,0.23764907
208613641,0.29937533,0.194054,0.23451954
208636322,0.29937533,0.194054,0.23764907
208657678,0.29937533,0.194054,0.24077857
208680649,0.29937533,0.19112839,0.23764907
208703903,0.29937533,0.19112839,0.24077857
208727862,0.30235788,0.19112839,0.24077857
208751866,0.30534047,0.1882028,0.23764907
208775887,0.30235788,0.19112839,0.24703759
208797649,0.30235788,0.1882028,0.24077857
208820347,0.30235788,0.1852772,0.23764907
208841684,0.30534047,0.1852772,0.24390809
208864699,0.30534047,0.1852772,0.24390809
208887928,0.30534047,0.1852772,0.24390809
208910667,0.30534047,0.1823516,0.24390809
208932655,0.308323,0.1852772,0.23764907
208954676,0.30534047,0.1823516,0.24077857
208977642,0.30534047,0.1823516,0.24077857
209000692,0.30534047,0.1823516,0.24077857
209023823,0.308323,0.1823516,0.23764907
209048729,0.31130555,0.179426,0.24390809
209070673,0.308323,0.179426,0.24077857
209093178,0.30534047,0.1823516,0.24077857
209115639,0.308323,0.179426,0.24703759
209138680,0.308323,0.179426,0.24077857
209159677,0.308323,0.1823516,0.24077857
209182735,0.31130555,0.179426,0.24390809
209205102,0.31130555,0.179426,0.24077857
209227639,0.31130555,0.179426,0.24077857
209250724,0.308323,0.179426,0.24390809
209272644,0.31130555,0.1823516,0.23764907
209294734,0.308323,0.1852772,0.24077857
209317641,0.308323,0.1882028,0.23451954
209338769,0.30534047,0.1852772,0.24390809
209361666,0.30235788,0.1852772,0.24077857
209384709,0.30235788,0.1882028,0.24077857
209406742,0.30235788,0.1882028,0.24703759
209429684,0.29937533,0.19112839,0.24077857
209451639,0.29937533,0.19112839,0.24703759
209473639,0.2963928,0.19112839,0.2501671
209494650,0.2934102,0.19112839,0.2501671
209515647,0.2934102,0.19112839,0.2501671
209538667,0.2963928,0.194054,0.24703759
209559647,0.29042765,0.1969796,0.24390809
209582664,0.29042765,0.1969796,0.24390809
209603689,0.29042765,0.19990519,0.24703759
209625653,0.2874451,0.19990519,0.24703759
209646805,0.29042765,0.19990519,0.25329664
209670126,0.29042765,0.19990519,0.2501671
209693239,0.29042765,0.19990519,0.2501671
209715524,0.2874451,0.19990519,0.24390809
209738719,0.2874451,0.20283079,0.24390809
209760696,0.29042765,0.20283079,0.24077857
209782677,0.2874451,0.20283079,0.24390809
209805128,0.2874451,0.20283079,0.24390809
209827640,0.29042765,0.20283079,0.24390809
209850723,0.29042765,0.20283079,0.24390809
209872646,0.29042765,0.20575637,0.24703759
209896638,0.29042765,0.20283079,0.24703759
209918665,0.2934102,0.20575637,0.24077857
209939648,0.29042765,0.20283079,0.24077857
209962713,0.29042765,0.20283079,0.24077857
209983638,0.29042765,0.20283079,0.24077857
210006676,0.29042765,0.19990519,0.24077857
210029647,0.2934102,0.1969796,0.24390809
210050673,0.2934102,0.1969796,0.2501671
210071691,0.29042765,0.194054,0.24703759
210092639,0.2874451,0.1882028,0.25329664
210114673,0.2874451,0.1882028,0.26268518
210135638,0.2874451,0.1852772,0.25955567
210157551,0.28446257,0.1852772,0.2658147
210179522,0.28446257,0.1852772,0.26894417
210201964,0.2755149,0.179426,0.26894417
210224506,0.2755149,0.17650041,0.28459176
210246696,0.26656723,0.17357482,0.28772128
210270746,0.26358467,0.17357482,0.2939803
210294516,0.25761953,0.17064922,0.30023932
210317649,0.24867187,0.16772363,0.30962786
210340639,0.2397242,0.16772363,0.30962786
210362125,0.23375909,0.16479802,0.31588688
210384493,0.22481142,0.16187242,0.32840493
210407690,0.2188463,0.16187242,0.334664
210429638,0.20989864,0.15894683,0.3377935
210451639,0.20095097,0.15602122,0.3440525
210473919,0.19498585,0.15309563,0.35344103
210496686,0.18902074,0.15017003,0.35657057
210519647,0.17709051,0.14724444,0.3628296
210541646,0.1711254,0.14431885,0.37221813
210563650,0.16516028,0.14139324,0.36908862
210585930,0.15621261,0.13846765,0.37221813
210608645,0.1502475,0.13554205,0.38160667
210631646,0.14129983,0.13554205,0.3878657
210653638,0.13533473,0.13554205,0.3909952
210674646,0.13235216,0.13846765,0.3909952
210695650,0.13235216,0.14139324,0.38160667
210716639,0.1293696,0.14431885,0.38160667
210738639,0.1293696,0.15017003,0.3753476
210759642,0.1293696,0.15309563,0.37221813
210781523,0.12638704,0.15894683,0.3753476
210803526,0.12638704,0.16479802,0.36908862
210826056,0.12638704,0.16772363,0.37221813
210848479,0.12638704,0.17064922,0.35970008
210871649,0.12638704,0.17357482,0.36908862
210893687,0.12638704,0.17650041,0.3628296
210915699,0.12638704,0.179426,0.3628296
210938061,0.12638704,0.1882028,0.35344103
210960642,0.12340449,0.194054,0.34718204
210983639,0.12340449,0.1969796,0.35031155
211007135,0.12042193,0.20283079,0.34718204
211031647,0.12340449,0.20575637,0.35031155
211055693,0.12042193,0.20868197,0.35031155
211076641,0.12042193,0.21160758,0.34718204
211097648,0.12042193,0.21160758,0.34092298
211120525,0.117439374,0.21160758,0.34718204
211144525,0.114456825,0.21453317,0.34718204
211168537,0.114456825,0.21453317,0.34718204
211192546,0.11147427,0.21453317,0.34718204
211215048,0.114456825,0.21745877,0.34718204
211239064,0.108491704,0.21745877,0.3440525
211263108,0.11147427,0.21745877,0.34092298
211287200,0.11147427,0.21745877,0.34718204
211311132,0.114456825,0.21745877,0.3440525
211335090,0.11147427,0.21745877,0.34718204
211357693,0.117439374,0.21745877,0.3440525
211380650,0.114456825,0.21745877,0.3440525
211403672,0.114456825,0.21745877,0.3440525
211424638,0.114456825,0.21745877,0.3440525
211447207,0.114456825,0.21745877,0.3377935
211471649,0.114456825,0.21745877,0.34718204
211495116,0.114456825,0.21745877,0.34092298
211519648,0.117439374,0.21745877,0.34092298
211541646,0.117439374,0.21745877,0.3440525
